state,age,dx,bsn,exc,exposure,exc_r,bsn_r,mx
Indiana,65,30331.201079176302,23738.904072139216,6592.297007037087,1692854.812457221,389.41892467837823,1402.3000612605167,1791.7189859388948
Indiana,75,35120.2717762361,29038.587141978795,6081.684634257304,859966.8774811772,707.1998693799017,3376.709952717264,4083.9098220971664
Indiana,85,37898.30040744411,35328.973971810345,2569.3264356337695,394026.1882272416,652.0699670225968,8966.148704673285,9618.218671695882
Iowa,0,387,523.197057126433,-136.19705712643298,1624798.3401779602,-8.382397603355235,32.200738035535444,23.818340432180207
Iowa,15,476,465.1312565667364,10.868743433263605,1048121.1676933607,1.0369739461691108,44.3776226359752,45.414596582144306
Iowa,25,895,738.5244008686414,156.47559913135865,989967.2737850787,15.80613857396355,74.60089039559246,90.40702896955602
Iowa,35,1489,1108.693879436707,380.3061205632929,1125235.0561259412,33.797926796970266,98.52998032729414,132.3279071242644
Iowa,45,2897,2548.846703735016,348.15329626498396,1012271.6960985626,34.3932659192997,251.7947220650967,286.1879879843964
Iowa,55,7339,6411.432145133168,927.567854866832,1093568.6844626968,84.82026488556355,586.2852728160643,671.1055377016279
Iowa,65,12209,9845.177455314395,2363.822544685606,889968.4715947981,265.60744791888,1106.2389027863107,1371.8463507051906
Iowa,75,15507,13304.931405329651,2202.068594670349,458066.5318275154,480.73116930960066,2904.5849196290146,3385.316088938615
Iowa,85,21583,20557.712806489253,1025.287193510745,259088.3162217659,395.72884198805525,7934.635226427168,8330.364068415223
Kansas,0,448.01921559917594,552.9900605795262,-104.97084498035034,1681451.8459958932,-6.242869531489796,32.887653719991036,26.644784188501237
Kansas,15,664.0216702024186,539.630006594937,124.39166360748163,1063005.0410677618,11.70188840144477,50.76457643633488,62.46646483777965
Kansas,25,1117.0543318705277,850.977351627107,266.07698024342056,1022383.5667351129,26.0251620723045,83.23464688938853,109.25980896169303
Kansas,35,1766.0775204039692,1181.4934697676013,584.5840506363678,1063056.5201916494,54.9908720310542,111.14117145479713,166.13204348585137
Kansas,45,2894.13308532012,2314.774570808206,579.3585145119133,948366.6468172484,61.09014023808837,244.08013278162727,305.1702730197157
Kansas,55,7211.352676576984,6144.4630890863755,1066.8895874906088,995470.923340178,107.17435963983704,617.2418445402101,724.4162041800471
Kansas,65,11552.566882513473,8808.341679231025,2744.2252032824467,784166.5865845311,349.95436559405437,1123.2742927234517,1473.2286583175062
Kansas,75,13834.749684718148,11265.429868570727,2569.319816147421,400391.29021218343,641.7022245378603,2813.6051267750418,3455.3073513129016
Kansas,85,17633.024932795182,16136.621725734494,1496.403207060689,207763.16016427104,720.2447276396525,7766.834944643619,8487.079672283271
Kentucky,0,762.0395876676334,826.5510052871026,-64.51141761946911,2344906.0821355237,-2.7511301246111346,35.24878934743332,32.497659222822186
Kentucky,15,1148.0543613940292,873.2691055859389,274.78525580809037,1616551.9993155373,16.998231787436282,54.02047728472012,71.01870907215641
Kentucky,25,2550.127755907014,1903.463112175661,646.6646437313528,1577800.2422997947,40.985203728247456,120.64031055041427,161.62551427866174
Kentucky,35,4301.238536295301,3013.317469274937,1287.9210670203643,1602540.5612594113,80.36745516183424,188.03377225639883,268.401227418233
Kentucky,45,7513.41361386307,6161.398689411902,1352.0149244511686,1583928.6824093086,85.3583207038478,388.99470398123094,474.3530246850787
Kentucky,55,16360.92680152257,13150.54628411857,3210.380517403999,1669525.9000684463,192.29294479782445,787.6814779321143,979.9744227299387
Kentucky,65,24019.331675025496,18597.99656896364,5421.335106061856,1272596.1033538673,426.00594892395014,1461.4217755303112,1887.4277244542614
Kentucky,75,26072.530601515686,21317.22958635744,4755.301015158244,605051.0266940452,785.9338808399125,3523.2118690605707,4309.145749900483
Kentucky,85,23669.337066809203,21546.6274378248,2122.7096289843994,237936.53935660506,892.1326815647298,9055.619408472612,9947.752090037342
Louisiana,0,1144,1161.17441923256,-17.174419232560126,2724378.7583846683,-0.6303976339451105,42.621622109586575,41.99122447564147
Louisiana,15,1508,1120.2127449344791,387.78725506552087,1779127.171800137,21.796488818343107,62.96417494433732,84.76066376268044
Louisiana,25,2992,2087.8580942949457,904.1419057050542,1686174.7604380562,53.62088953758059,123.82216501405435,177.44305455163496
Louisiana,35,4600,2999.106935563852,1600.8930644361483,1728933.7221081452,92.59424140817424,173.46569722215514,266.0599386303293
Louisiana,45,7076,5501.9245999219675,1574.0754000780328,1529326.893908282,102.92602623729408,359.76118786883336,462.6872141061273
Louisiana,55,15720,12839.407126360846,2880.592873639155,1662500.9356605066,173.2686467628786,772.2947308453566,945.5633776082352
Louisiana,65,22478,17091.70383646454,5386.2961635354595,1296741.28678987,415.37168735248883,1318.0504091741902,1733.422096526679
Louisiana,75,23565,19003.842284495255,4561.157715504746,635818.3737166324,717.368025847195,2988.879068311538,3706.247094158733
Louisiana,85,22275,19992.26529473156,2282.7347052684418,283184.5174537988,806.0944594687692,7059.801670828728,7865.896130297498
Maine,0,155,167.60593189791467,-12.605931897914644,637479.8145106091,-1.9774636954728004,26.291959068003607,24.314495372530804
Maine,15,184,173.6566875620993,10.343312437900693,368460.9117043121,2.8071668145361226,47.13028764946929,49.937454464005405
Maine,25,492,441.70516348547903,50.294836514520995,463380.7337440109,10.853890300563462,95.32229791182768,106.17618821239112
Maine,35,868,609.9161709498122,258.0838290501878,552205.2703627653,46.736936951116455,110.45098692178986,157.1879238729063
Maine,45,1508,1343.2677574489912,164.73224255100888,496835.29979466123,33.15630806005363,270.36479855681654,303.5211066168701
Maine,55,3623,3219.002013346231,403.9979866537692,602510.3039014374,67.05246101813685,534.2650561330178,601.3175171511547
Maine,65,5953,5147.982919088296,805.0170809117044,497154.5667351129,161.92490922860668,1035.4894158764055,1197.4143251050123
Maine,75,7615,6785.922477383079,829.0775226169208,244762.79603011635,338.7269372894844,2772.4485042032775,3111.1754414927614
Maine,85,9275,9008.365032838099,266.6349671619014,113910.96235455168,234.07314067981545,7908.251187273146,8142.324327952961
Maryland,0,817.1064391656477,1047.5031376276672,-230.39669846201951,3840708.2060232717,-5.998807670436797,27.273697491126722,21.274889820689925
Maryland,15,1147.1588287991185,1088.2526876040297,58.90614119508905,2280203.429158111,2.583372186964835,47.72612275238225,50.30949493934708
Maryland,25,2656.355232363937,2466.5462897456964,189.80894261824028,2717425.0013689254,6.984882472289849,90.76777789647012,97.75266036875998
Maryland,35,3707.492826272777,2875.240305685096,832.2525205876814,2482254.3559206026,33.52809185741245,115.83181630146622,149.35990815887868
Maryland,45,6155.837067658569,5829.582678971365,326.2543886872036,2141199.6468172483,15.236990589465076,272.2577825770079,287.49477316647295
Maryland,55,13868.843440200077,12296.176705367336,1572.666734832742,2222474.0643394934,70.76198368596619,553.2652507700552,624.0272344560213
Maryland,65,20435.758792651995,16882.89811005965,3552.8606825923453,1584104.5749486652,224.2819532736644,1065.769165561987,1290.0511188356516
Maryland,75,24183.29294132838,20528.185058680414,3655.10788264796,838164.1868583162,436.08495089111005,2449.18422673558,2885.2691776266906
Maryland,85,29622.1544315595,27643.775594258746,1978.3788373007537,371062.14168377826,533.166447087114,7449.904608650959,7983.071055738073
Massachusetts,0,640.003608736942,707.502579165048,-67.49897042810596,3496777.570841889,-1.93031924566637,20.232987796095614,18.302668550429242
Massachusetts,15,749.005698005698,806.9854745760285,-57.97977657033056,2461195.483230664,-2.355756662377097,32.78835346783373,30.432596805456637
Massachusetts,25,2096.01861348528,2312.8228417596283,-216.80422827434813,2634645.2114989734,-8.22897243727925,87.78498264833749,79.55601021105824
Massachusetts,35,3247.0283000949667,2735.4706707106266,511.5576293843401,2387703.178644764,21.42467430456306,114.56493818730235,135.9896124918654
Massachusetts,45,5539.053751187084,5498.747119641714,40.30663154537115,2450087.739904175,1.64510971949713,224.4306205889906,226.07573030848772
Massachusetts,55,12859.107502374169,11967.606946086158,891.5005562880115,2585056.5975359343,34.486693913695596,462.9533820456246,497.4400759593202
Massachusetts,65,20816.186324786326,18280.754414496023,2535.4319102903037,1894982.199178645,133.79713600419325,964.6926721749458,1098.4898081791391
Massachusetts,75,27094.233998100666,25106.146108345038,1988.0878897556267,977905.6125941137,203.3005909928033,2567.3383795952823,2770.638970588086
Massachusetts,85,38927.36220322887,41696.92711321975,-2769.5649099908733,487182.5482546201,-568.4860674737047,8558.789156673023,7990.3030891993185
Michigan,0,1609,1814.1705870569472,-205.17058705694728,5869422.947296373,-3.495583618683585,30.908840670488857,27.413257051805278
Michigan,15,1817,1651.406100857339,165.59389914266103,3672770.071868583,4.508692237802198,44.963503528473225,49.472195766275426
Michigan,25,4096,3567.75001501769,528.24998498231,3997120.81724846,13.215762273254152,89.25799789743807,102.47376017069223
Michigan,35,6199,4565.128016218939,1633.8719837810609,4053875.1054072552,40.303954643341704,112.61146181168111,152.91541645502284
Michigan,45,11466,9788.442348894689,1677.557651105312,3810299.618754278,44.02692226218591,256.89429515505867,300.9212174172445
Michigan,55,27148,23202.849748017143,3945.1502519828537,3813173.254620123,103.4610805371307,608.4918832341035,711.9529637712343
Michigan,65,43286,33953.62227079272,9332.377729207275,2865465.16495551,325.6845640052362,1184.9253198413912,1510.6098838466276
Michigan,75,49710,41294.06298600645,8415.937013993553,1431635.2402464065,587.8548374196936,2884.3983317216407,3472.2531691413337
Michigan,85,58693,55751.58877113807,2941.411228861929,659255.6030116358,446.1715934494702,8456.748568605499,8902.92016205497
Minnesota,0,799,857.2073590996888,-58.20735909968886,3411141.988364134,-1.7063892179874662,25.129629960398567,23.423240742411103
Minnesota,15,908,750.9722590403256,157.02774095967436,2041411.9397672827,7.692114359710037,36.78690441704456,44.4790187767546
Minnesota,25,1855,1338.3180421271495,516.6819578728505,2271219.0985626285,22.749102374132008,58.92509634909825,81.67419872323025
Minnesota,35,2626,1775.4693734059083,850.5306265940918,2323983.1779603013,36.59796829254935,76.39768610391539,112.99565439646473
Minnesota,45,4347,3851.9381969800124,495.0618030199878,1977583.5249828885,25.033673509404434,194.78005092165918,219.81372443106358
Minnesota,55,10631,9260.770101726552,1370.2298982734478,2082820.4709103354,65.78723022030618,444.6264203308392,510.4136505511454
Minnesota,65,17321,13990.063694024408,3330.9363059755915,1525192.4606433949,218.39449065794966,917.2654635417466,1135.6599541996964
Minnesota,75,22708,19439.19167120726,3268.80832879274,754253.607118412,433.3831880872347,2577.275267595168,3010.6584556824027
Minnesota,85,31205,30933.341060388702,271.6589396112995,373783.82203969883,72.67808920377702,8275.730311597952,8348.408400801729
Mississippi,0,759.0553012218952,812.5576289970064,-53.50232777511121,1699790.227926078,-3.147584148685785,47.803406305518756,44.65582215683297
Mississippi,15,994.07403122853,721.6340416163216,272.43998961220836,1126178.7638603696,24.19154030913578,64.07810773688094,88.26964804601673
Mississippi,25,1736.1424714735526,1242.4305389550545,493.7119325184982,988097.5667351129,49.96590915103948,125.7396618291767,175.70557098021615
Mississippi,35,2943.224689711382,1930.6875674822636,1012.5371222291184,1086743.1923340177,93.17170140762275,177.6581239341092,270.8298253417319
Mississippi,45,5039.393674601098,3917.770777770269,1121.6228968308287,1084675.4880219027,103.40630992558947,361.19289326939764,464.59920319498707
Mississippi,55,11530.925741423931,8997.982356230305,2532.9433851936255,1160524.1868583162,218.25856056051873,775.3377704767158,993.5963310372347
