phase,state,age,dx,dx_all,exc_tot,bsn_tot,cx_bsn,bsn,exc
2,Alabama,0,429,52805,11519.63694,41285.36306,0.011942015361971082,493.0304398870735,-64.0304398870735
2,Alabama,15,571,52805,11519.63694,41285.36306,0.012040965256218382,497.11562219582186,73.88437780417814
2,Alabama,25,1093,52805,11519.63694,41285.36306,0.02154633947234969,889.5484477299658,203.4515522700342
2,Alabama,35,1748,52805,11519.63694,41285.36306,0.033271901940654804,1373.6425513166523,374.3574486833477
2,Alabama,45,3310,52805,11519.63694,41285.36306,0.06596865762099717,2723.539980463704,586.4600195362959
2,Alabama,55,7727,52805,11519.63694,41285.36306,0.1492535467352719,6161.98686495838,1565.0131350416204
2,Alabama,65,11879,52805,11519.63694,41285.36306,0.21463468935917573,8861.27107546389,3017.72892453611
2,Alabama,75,13626,52805,11519.63694,41285.36306,0.24777671956363095,10229.55182500031,3396.4481749996903
2,Alabama,85,12422,52805,11519.63694,41285.36306,0.24356516468973025,10055.676252984207,2366.323747015793
2,Alaska,0,67,4007,652.836903,3354.163097,0.022187592757494806,74.42080483845355,-7.420804838453549
2,Alaska,15,104,4007,652.836903,3354.163097,0.02574948055802909,86.36795745466014,17.632042545339857
2,Alaska,25,181,4007,652.836903,3354.163097,0.048159691303057285,161.53545933162658,19.464540668373417
2,Alaska,35,233,4007,652.836903,3354.163097,0.048753339269813,163.52665143432768,69.47334856567232
2,Alaska,45,335,4007,652.836903,3354.163097,0.0846690412585337,283.99377364774415,51.00622635225585
2,Alaska,55,630,4007,652.836903,3354.163097,0.1713416444048679,574.7078206421045,55.29217935789552
2,Alaska,65,873,4007,652.836903,3354.163097,0.21445532799050163,719.3181471007717,153.68185289922826
2,Alaska,75,856,4007,652.836903,3354.163097,0.20325022261798753,681.7343961622885,174.26560383771152
2,Alaska,85,728,4007,652.836903,3354.163097,0.18143365983971504,608.5580863880232,119.44191361197682
2,Arizona,0,467.00603682463026,64286,18544.990464000002,45741.009536,0.011587041017222608,530.0029536628024,-62.996916838172126
2,Arizona,15,830.0138846966496,64286,18544.990464000002,45741.009536,0.013781470888546655,630.3783913331189,199.6354933635307
2,Arizona,25,1660.0307878056142,64286,18544.990464000002,45741.009536,0.02435309448459104,1113.9351270507877,546.0956607548264
2,Arizona,35,2204.0393902807123,64286,18544.990464000002,45741.009536,0.030580988001150805,1398.8052637809405,805.2341264997717
2,Arizona,45,3806.062330214307,64286,18544.990464000002,45741.009536,0.058290601183525415,2666.270944594809,1139.7913856194982
2,Arizona,55,8387.136432236644,64286,18544.990464000002,45741.009536,0.12486813676544421,5711.594634530736,2675.5417977059087
2,Arizona,65,13611.216118321763,64286,18544.990464000002,45741.009536,0.19707559782700673,9014.436799518015,4596.7793188037485
2,Arizona,75,16702.24720796861,64286,18544.990464000002,45741.009536,0.25132145294950553,11495.696975964707,5206.550232003901
2,Arizona,85,16618.247811651072,64286,18544.990464000002,45741.009536,0.288141616883007,13179.88844556408,3438.359366086992
2,Arkansas,0,270,31323,6564.169755,24758.830245,0.012524281770780084,310.0865663032921,-40.0865663032921
2,Arkansas,15,318,31323,6564.169755,24758.830245,0.01173704120233105,290.5954107070852,27.404589292914807
2,Arkansas,25,555,31323,6564.169755,24758.830245,0.018454145792863714,456.90306300199364,98.09693699800636
2,Arkansas,35,1012,31323,6564.169755,24758.830245,0.03061036703813516,757.8768812343319,254.1231187656681
2,Arkansas,45,1882,31323,6564.169755,24758.830245,0.06346999284326756,1571.4427784578263,310.5572215421737
2,Arkansas,55,4597,31323,6564.169755,24758.830245,0.14490338411205397,3587.6382891563744,1009.3617108436256
2,Arkansas,65,6917,31323,6564.169755,24758.830245,0.21163480216746755,5239.830140798487,1677.1698592015127
2,Arkansas,75,7909,31323,6564.169755,24758.830245,0.2532767610673755,6270.836332270575,1638.1636677294246
2,Arkansas,85,7863,31323,6564.169755,24758.830245,0.2533892240057254,6273.620783070034,1589.3792169299659
2,California,0,1863.1319012097895,275345,69345.678749,205999.321251,0.01024465703639983,2110.392395947646,-247.26049473785656
2,California,15,3141.2188168580383,275345,69345.678749,205999.321251,0.011035472667279818,2273.299879143605,867.9189377144335
2,California,25,6399.441683383708,275345,69345.678749,205999.321251,0.020168277633304494,4154.65150326245,2244.7901801212574
2,California,35,9135.633311493288,275345,69345.678749,205999.321251,0.02765871471388092,5697.676457734516,3437.956853758772
2,California,45,16930.169323107384,275345,69345.678749,205999.321251,0.057551049751971464,11855.477186188653,5074.692136918731
2,California,55,36649.52088183588,275345,69345.678749,205999.321251,0.1269705315818048,26155.843324730446,10493.677557105435
2,California,65,53800.68564069721,275345,69345.678749,205999.321251,0.18096291099481632,37278.23683653728,16522.448804159925
2,California,75,63442.374920801565,275345,69345.678749,205999.321251,0.22886551424087898,47146.14059138214,16296.234329419422
2,California,85,83982.82352061314,275345,69345.678749,205999.321251,0.3365428713796634,69327.60307607324,14655.220444539897
2,Colorado,0,322.00569476082006,36352,5183.847394,31168.152606,0.011786718170687544,367.3702306679025,-45.36453590708243
2,Colorado,15,583.0129081245254,36352,5183.847394,31168.152606,0.014494128196726965,451.75519952651365,131.2577085980118
2,Colorado,25,1069.024677296887,36352,5183.847394,31168.152606,0.027505216506578833,857.2867855381193,211.73789175876766
2,Colorado,35,1499.0301822323463,36352,5183.847394,31168.152606,0.03391160392488231,1056.9620462449602,442.0681359873861
2,Colorado,45,2161.0518223234626,36352,5183.847394,31168.152606,0.060097604718136195,1873.1313151099346,287.920507213528
2,Colorado,55,4481.1161731207285,36352,5183.847394,31168.152606,0.13160254531031748,4101.808215570005,379.3079575507236
2,Colorado,65,7054.203872437358,36352,5183.847394,31168.152606,0.18538860818431083,5778.22043130254,1275.9834411348174
2,Colorado,75,8471.245064540622,36352,5183.847394,31168.152606,0.22606873717429168,7046.144899694028,1425.1001648465945
2,Colorado,85,10711.30960516325,36352,5183.847394,31168.152606,0.3091448378140682,9635.473482345997,1075.8361228172525
2,Connecticut,0,155,27050,2775.11575,24274.88425,0.0068196763040112,165.54685290233968,-10.54685290233968
2,Connecticut,15,191,27050,2775.11575,24274.88425,0.008325732346265617,202.10618900207876,-11.106189002078764
2,Connecticut,25,510,27050,2775.11575,24274.88425,0.018518125702649386,449.5253579587638,60.47464204123622
2,Connecticut,35,747,27050,2775.11575,24274.88425,0.024181744903803322,587.009058502853,159.990941497147
2,Connecticut,45,1367,27050,2775.11575,24274.88425,0.0504953015293893,1225.7675997947733,141.23240020522667
2,Connecticut,55,3205,27050,2775.11575,24274.88425,0.11039815030863542,2679.902320156227,525.0976798437732
2,Connecticut,65,4537,27050,2775.11575,24274.88425,0.1601510298453641,3887.647712014509,649.3522879854909
2,Connecticut,75,6325,27050,2775.11575,24274.88425,0.22360689816091467,5428.031570357742,896.9684296422583
2,Connecticut,85,10013,27050,2775.11575,24274.88425,0.397503340898967,9649.347589310715,363.6524106892848
2,Delaware,0,68,8589,1255.0613270000001,7333.938673,0.010318882121103547,75.67804865008956,-7.678048650089565
2,Delaware,15,88,8589,1255.0613270000001,7333.938673,0.010498029380150483,76.99190366137584,11.008096338624156
2,Delaware,25,177,8589,1255.0613270000001,7333.938673,0.025152275170189895,184.4652435845933,-7.46524358459331
2,Delaware,35,238,8589,1255.0613270000001,7333.938673,0.030670010748835543,224.93197793221066,13.068022067789343
2,Delaware,45,419,8589,1255.0613270000001,7333.938673,0.05868864206377642,430.4189016973844,-11.418901697384399
2,Delaware,55,1090,8589,1255.0613270000001,7333.938673,0.12877104980293802,944.3989821125762,145.60101788742384
2,Delaware,65,1773,8589,1255.0613270000001,7333.938673,0.19656037262629883,1441.5617183833035,331.4382816166965
2,Delaware,75,2258,8589,1255.0613270000001,7333.938673,0.24106055177355787,1767.9233031868148,490.0766968131852
2,Delaware,85,2478,8589,1255.0613270000001,7333.938673,0.2982801863131494,2187.5685937916514,290.43140620834856
2,District of Columbia,0,121,5400,728.0181,4671.9819,0.01563758389261745,73.05850890604026,47.94149109395974
2,District of Columbia,15,88,5400,728.0181,4671.9819,0.015838926174496646,73.99917640268457,14.000823597315431
2,District of Columbia,25,176,5400,728.0181,4671.9819,0.03,140.15945699999997,35.840543000000025
2,District of Columbia,35,260,5400,728.0181,4671.9819,0.04046979865771812,189.07416682550334,70.92583317449666
2,District of Columbia,45,429,5400,728.0181,4671.9819,0.08228187919463087,384.419450295302,44.580549704698
2,District of Columbia,55,1056,5400,728.0181,4671.9819,0.17671140939597316,825.5925062214765,230.40749377852353
2,District of Columbia,65,1238,5400,728.0181,4671.9819,0.19476510067114094,909.9390250872483,328.0609749127517
2,District of Columbia,75,1019,5400,728.0181,4671.9819,0.1885234899328859,880.7783326912751,138.22166730872493
2,District of Columbia,85,1013,5400,728.0181,4671.9819,0.2557718120805369,1194.9612765704696,-181.96127657046964
2,Florida,0,1263.0193171480769,193935,31528.589174999994,162406.410825,0.009255922524259868,1503.221156039319,-240.20183889124223
2,Florida,15,1700.0257060724766,193935,31528.589174999994,162406.410825,0.009242936312370342,1501.1121119761283,198.91359409634833
2,Florida,25,3918.059658940722,193935,31528.589174999994,162406.410825,0.01966112480074281,3193.092711671033,724.9669472696887
2,Florida,35,5653.089465728831,193935,31528.589174999994,162406.410825,0.026225654910898354,4259.214485614037,1393.8749801147942
2,Florida,45,9772.149732800674,193935,31528.589174999994,162406.410825,0.054053483713667014,8778.632282524251,993.5174502764221
2,Florida,55,23915.374787785262,193935,31528.589174999994,162406.410825,0.125557189653885,20391.292524961285,3524.0822628239766
2,Florida,65,38017.586787549146,193935,31528.589174999994,162406.410825,0.1888617260623533,30672.35507200116,7345.231715547987
2,Florida,75,50326.77862994421,193935,31528.589174999994,162406.410825,0.24639713783889955,40016.474793968475,10310.303835975734
2,Florida,85,59368.91591403061,193935,31528.589174999994,162406.410825,0.32074482418292377,52091.01568624431,7277.9002277862965
2,Georgia,0,854,86027,18813.911455,67213.088545,0.014938412498524262,1004.0568419850459,-150.05684198504593
2,Georgia,15,1015,86027,18813.911455,67213.088545,0.013065207980795718,878.1529808720633,136.84701912793673
2,Georgia,25,2021,86027,18813.911455,67213.088545,0.02301759080713077,1547.0833690122586,473.9166309877414
2,Georgia,35,3032,86027,18813.911455,67213.088545,0.033587816300027544,2257.540871006946,774.459128993054
2,Georgia,45,5788,86027,18813.911455,67213.088545,0.07138640746133564,4798.100925608202,989.8990743917984
2,Georgia,55,12854,86027,18813.911455,67213.088545,0.1535909645429145,10323.323099534868,2530.6769004651323
2,Georgia,65,19213,86027,18813.911455,67213.088545,0.21414348116957224,14393.244761185,4819.755238815
2,Georgia,75,21290,86027,18813.911455,67213.088545,0.2354452796033214,15825.004425480325,5464.995574519675
2,Georgia,85,19960,86027,18813.911455,67213.088545,0.24082483963637794,16186.581270315297,3773.418729684703
2,Hawaii,0,73,9171,409.58817,8761.411830000001,0.011873581281648332,104.02933550550027,-31.02933550550027
2,Hawaii,15,73,9171,409.58817,8761.411830000001,0.007682905535184215,67.31309944473547,5.686900555264529
2,Hawaii,25,164,9171,409.58817,8761.411830000001,0.016238868517548456,142.2754147354636,21.724585264536387
2,Hawaii,35,248,9171,409.58817,8761.411830000001,0.026570048309178744,232.79113557971016,15.208864420289842
2,Hawaii,45,473,9171,409.58817,8761.411830000001,0.05383854257610151,471.7016438362145,1.2983561637855132
2,Hawaii,55,1082,9171,409.58817,8761.411830000001,0.11905593388044933,1043.0980675318667,38.90193246813328
2,Hawaii,65,1850,9171,409.58817,8761.411830000001,0.18424422326989115,1614.2395173659859,235.76048263401412
2,Hawaii,75,1963,9171,409.58817,8761.411830000001,0.20604155753448578,1805.2149396542695,157.78506034573047
2,Hawaii,85,3245,9171,409.58817,8761.411830000001,0.3744543390955125,3280.7486763462553,-35.74867634625525
2,Idaho,0,80,13135,1694.317009,11440.682991,0.01189639829516182,136.10292162961923,-56.10292162961923
2,Idaho,15,152,13135,1694.317009,11440.682991,0.01306730363917381,149.4988784829282,2.5011215170717946
2,Idaho,25,237,13135,1694.317009,11440.682991,0.017352817198257695,198.52808056603908,38.47191943396092
2,Idaho,35,371,13135,1694.317009,11440.682991,0.025947262423305698,296.8544038693269,74.14559613067308
2,Idaho,45,581,13135,1694.317009,11440.682991,0.048990679593461664,560.4868347424476,20.513165257552373
2,Idaho,55,1534,13135,1694.317009,11440.682991,0.11678609901175589,1336.1127365490374,197.88726345096256
2,Idaho,65,2683,13135,1694.317009,11440.682991,0.19378483443398437,2217.030859222636,465.9691407773639
2,Idaho,75,3506,13135,1694.317009,11440.682991,0.25734157650695516,2944.163397220247,561.8366027797529
2,Idaho,85,3991,13135,1694.317009,11440.682991,0.3148330288979439,3601.904878717718,389.095121282282
2,Illinois,0,760.0498489422298,96299,15275.17488,81023.82512,0.011142603427931929,902.816351526269,-142.76650258403924
2,Illinois,15,962.0660427020649,96299,15275.17488,81023.82512,0.011185178877711144,906.2659773235855,55.80006537847942
2,Illinois,25,1867.125127922142,96299,15275.17488,81023.82512,0.020113858917123847,1629.7017873893951,237.4233405327468
2,Illinois,35,2615.1653801565594,96299,15275.17488,81023.82512,0.026706971425790992,2163.900982288126,451.2643978684332
2,Illinois,45,5163.332860650148,96299,15275.17488,81023.82512,0.05508350870363837,4463.076576199594,700.2562844505546
2,Illinois,55,12064.75980261213,96299,15275.17488,81023.82512,0.12951147712481906,10493.51527359422,1571.2445290179112
2,Illinois,65,19051.18689684187,96299,15275.17488,81023.82512,0.18487780845913365,14979.5072211617,4071.6796756801705
2,Illinois,75,23287.452595281266,96299,15275.17488,81023.82512,0.23562470349240333,19091.21476972034,4196.237825560926
2,Illinois,85,30527.861444891587,96299,15275.17488,81023.82512,0.3257538895714477,26393.82618079677,4134.035264094819
2,Indiana,0,538.0055060015417,61511,10132.695232,51378.304768,0.01205839120077044,619.5396981249531,-81.53419212341146
2,Indiana,15,712.00925008259,61511,10132.695232,51378.304768,0.011810025850271175,606.7791074531908,105.23014262939921
2,Indiana,25,1392.0165180046251,61511,10132.695232,51378.304768,0.021562167367834152,1107.8276064832075,284.1889115214176
2,Indiana,35,1887.0264288074,61511,10132.695232,51378.304768,0.030006589284809163,1541.6876893231283,345.3387394842716
2,Indiana,45,3379.0493337738135,61511,10132.695232,51378.304768,0.060134826904556744,3089.6254638732426,289.42386990057093
2,Indiana,55,8095.119700473516,61511,10132.695232,51378.304768,0.13552638248263976,6963.115783297602,1132.0039171759136
2,Indiana,65,12643.201079176302,61511,10132.695232,51378.304768,0.196391099396827,10090.241758532758,2552.959320643544
2,Indiana,75,15411.271776236097,61511,10132.695232,51378.304768,0.24023518678088093,12342.876642425506,3068.395133810591
2,Indiana,85,17453.300407444112,61511,10132.695232,51378.304768,0.2922753307314106,15016.61101848641,2436.6893889577022
2,Iowa,0,170,27678,4150.161504000001,23527.838496,0.009426354561701756,221.78174773375179,-51.781747733751786
2,Iowa,15,212,27678,4150.161504000001,23527.838496,0.008380192668148729,197.16781966156663,14.832180338433375
2,Iowa,25,375,27678,4150.161504000001,23527.838496,0.013305871583627567,313.05839766810516,61.94160233189484
2,Iowa,35,593,27678,4150.161504000001,23527.838496,0.019975153655028114,469.97218912828555,123.02781087171445
2,Iowa,45,1251,27678,4150.161504000001,23527.838496,0.045922148119088096,1080.448884335295,170.5511156647051
2,Iowa,55,2953,27678,4150.161504000001,23527.838496,0.11551370907981344,2717.7878913037794,235.21210869622064
2,Iowa,65,5136,27678,4150.161504000001,23527.838496,0.17737892855586068,4173.342783655813,962.657216344187
2,Iowa,75,6913,27678,4150.161504000001,23527.838496,0.2397127413800619,5639.922664623513,1273.077335376487
2,Iowa,85,10075,27678,4150.161504000001,23527.838496,0.3703849003966697,8714.35611788989,1360.6438821101092
2,Kansas,0,202.01921559917594,25133,4760.762202,20372.237798000002,0.011570107315176043,235.7089775731457,-33.68976197396975
2,Kansas,15,272.0216702024186,25133,4760.762202,20372.237798000002,0.011290577411553093,230.01432790488695,42.007342297531636
2,Kansas,25,457.0543318705277,25133,4760.762202,20372.237798000002,0.017804839513374898,362.72442452170003,94.32990734882765
2,Kansas,35,690.0775204039692,25133,4760.762202,20372.237798000002,0.024720166259525285,503.60510544514534,186.47241495882383
2,Kansas,45,1178.1330853201196,25133,4760.762202,20372.237798000002,0.04843159417119384,986.6599533917916,191.47313192832792
2,Kansas,55,3052.352676576984,25133,4760.762202,20372.237798000002,0.12855944871841615,2619.0436604713605,433.3090161056234
2,Kansas,65,4913.566882513473,25133,4760.762202,20372.237798000002,0.1842952808060184,3754.5072856293923,1159.0595968840803
2,Kansas,75,6191.749684718148,25133,4760.762202,20372.237798000002,0.23570447612450018,4801.827637661331,1389.922047056817
2,Kansas,85,8176.024932795184,25133,4760.762202,20372.237798000002,0.3376235096802421,6878.146425401247,1297.878507393937
2,Kentucky,0,310.0071174377224,44959,7543.654855,37415.345145,0.009458144284676435,353.87973284237796,-43.87261540465556
2,Kentucky,15,498.01030155459824,44959,7543.654855,37415.345145,0.00999273504859293,373.88163078564276,124.12867076895549
2,Kentucky,25,1058.0202285072112,44959,7543.654855,37415.345145,0.02178114676572588,814.9491238935342,243.071104613677
2,Kentucky,35,1749.0339014796778,44959,7543.654855,37415.345145,0.034481104272613874,1290.1224173405822,458.9114841390956
2,Kentucky,45,3005.061434725604,44959,7543.654855,37415.345145,0.07050429728729456,2637.942617209813,367.1188175157913
2,Kentucky,55,6604.140475744522,44959,7543.654855,37415.345145,0.1504804463147506,5630.277836440037,973.8626393044842
2,Kentucky,65,9916.213523131673,44959,7543.654855,37415.345145,0.21281510013296231,7962.550423542521,1953.6630995891528
2,Kentucky,75,11020.251732534183,44959,7543.654855,37415.345145,0.24393102408399928,9126.763457676141,1893.4882748580421
2,Kentucky,85,10798.26128488481,44959,7543.654855,37415.345145,0.2465560018093841,9224.97790526935,1573.2833796154591
2,Louisiana,0,483,44110,8895.6166,35214.3834,0.014195720962638256,499.8935606177606,-16.893560617760613
2,Louisiana,15,636,44110,8895.6166,35214.3834,0.013694951664876477,482.2592785714286,153.74072142857142
2,Louisiana,25,1243,44110,8895.6166,35214.3834,0.02552471913374169,898.8372457528957,344.1627542471043
2,Louisiana,35,1841,44110,8895.6166,35214.3834,0.036665021627427644,1291.1361289575289,549.8638710424711
2,Louisiana,45,2905,44110,8895.6166,35214.3834,0.06726275147327779,2368.6163189189188,536.3836810810812
2,Louisiana,55,6696,44110,8895.6166,35214.3834,0.1569657735071269,5527.452928957529,1168.5470710424706
2,Louisiana,65,9766,44110,8895.6166,35214.3834,0.20895143263564317,7358.095860810811,2407.9041391891888
2,Louisiana,75,10454,44110,8895.6166,35214.3834,0.23232792405724736,8181.284592277992,2272.7154077220084
2,Louisiana,85,10086,44110,8895.6166,35214.3834,0.24441170493802072,8606.807485135134,1479.192514864866
2,Maine,0,59,12025,712.78449,11312.21551,0.006231300474658628,70.4898138769037,-11.489813876903696
2,Maine,15,74,12025,712.78449,11312.21551,0.00645625717049468,73.03457250061864,0.965427499381363
2,Maine,25,204,12025,712.78449,11312.21551,0.016421838796031762,185.76737953119022,18.232620468809785
2,Maine,35,309,12025,712.78449,11312.21551,0.022675634940273998,256.51166927046546,52.48833072953454
2,Maine,45,580,12025,712.78449,11312.21551,0.04994038647560345,564.9364144647155,15.06358553528446
2,Maine,55,1435,12025,712.78449,11312.21551,0.11967696218477943,1353.8115878163453,81.18841218365469
2,Maine,65,2374,12025,712.78449,11312.21551,0.19139315681731267,2165.0806370566665,208.91936294333345
2,Maine,75,3100,12025,712.78449,11312.21551,0.25228893438013184,2853.9467964962996,246.0532035037004
2,Maine,85,3890,12025,712.78449,11312.21551,0.33491552876071357,3788.636638986795,101.36336101320512
2,Maryland,0,346.08152138442034,45292,6523.6165040000005,38768.383496,0.011554427434494065,447.94647385716934,-101.864952472749
2,Maryland,15,511.127113902514,45292,6523.6165040000005,38768.383496,0.012003913169932049,465.3723092246107,45.75480467790328
2,Maryland,25,1144.2770102514073,45292,6523.6165040000005,38768.383496,0.027207107162687396,1054.7755642998334,89.50144595157394
2,Maryland,35,1575.3755678823554,45292,6523.6165040000005,38768.383496,0.03171518468575659,1229.546442543878,345.8291253384775
2,Maryland,45,2686.6415311675883,45292,6523.6165040000005,38768.383496,0.06430290050501045,2492.919506683377,193.72202448421103
2,Maryland,55,5975.436362365649,45292,6523.6165040000005,38768.383496,0.13563232066841172,5258.245822125433,717.1905402402163
2,Maryland,65,8918.163646459563,45292,6523.6165040000005,38768.383496,0.18622590624256366,7219.677350101849,1698.4862963577143
2,Maryland,75,10588.57854334281,45292,6523.6165040000005,38768.383496,0.2264350493112292,8778.520828633405,1810.0577147094045
2,Maryland,85,13546.318703243689,45292,6523.6165040000005,38768.383496,0.30492319081991487,11821.379198530447,1724.939504713242
2,Massachusetts,0,258.00360873694206,48022,1631.619948,46390.380052,0.006484129456069315,300.8012297734236,-42.79762103648153
2,Massachusetts,15,315.00569800569804,48022,1631.619948,46390.380052,0.007395871676529717,343.097297890036,-28.09159988433794
2,Massachusetts,25,896.0186134852802,48022,1631.619948,46390.380052,0.0211965908769148,983.3179065868335,-87.2992931015533
2,Massachusetts,35,1345.0283000949667,48022,1631.619948,46390.380052,0.025070079565081973,1163.0105189580315,182.01778113693513
2,Massachusetts,45,2346.0537511870843,48022,1631.619948,46390.380052,0.0503949939122802,2337.842920308905,8.210830878179422
2,Massachusetts,55,5383.107502374169,48022,1631.619948,46390.380052,0.10968089022283886,5088.138181879186,294.96932049498264
2,Massachusetts,65,8849.186324786326,48022,1631.619948,46390.380052,0.16753971175354646,7772.230902049551,1076.9554227367744
2,Massachusetts,75,11460.233998100664,48022,1631.619948,46390.380052,0.2300931562703514,10674.10896674583,786.1250313548353
2,Massachusetts,85,17169.36220322887,48022,1631.619948,46390.380052,0.3821445762663873,17727.832127808208,-558.4699245793381
2,Michigan,0,674,85667,10439.289168,75227.710832,0.010331913569178825,777.2462063234017,-103.24620632340168
2,Michigan,15,777,85667,10439.289168,75227.710832,0.009404950793162127,707.5129186571895,69.48708134281048
2,Michigan,25,1660,85667,10439.289168,75227.710832,0.020318753404220048,1528.5333055593812,131.46669444061877
2,Michigan,35,2387,85667,10439.289168,75227.710832,0.025998937714190987,1955.8405683023386,431.1594316976614
2,Michigan,45,4474,85667,10439.289168,75227.710832,0.05574632344234731,4193.668299868046,280.33170013195377
2,Michigan,55,11050,85667,10439.289168,75227.710832,0.13214294171975277,9940.81100818339,1109.1889918166107
2,Michigan,65,17753,85667,10439.289168,75227.710832,0.19336984799840318,14546.771008851667,3206.228991148333
2,Michigan,75,21055,85667,10439.289168,75227.710832,0.23517451596642636,17691.64048217789,3363.3595178221112
2,Michigan,85,25837,85667,10439.289168,75227.710832,0.3175118153923184,23885.68703407669,1951.312965923309
2,Minnesota,0,311,39485,4508.187516,34976.812484,0.010428659501296155,364.7612678363206,-53.7612678363206
2,Minnesota,15,369,39485,4508.187516,34976.812484,0.009136218793870563,319.5558115660073,49.44418843399268
2,Minnesota,25,752,39485,4508.187516,34976.812484,0.01628178178549941,569.4848284168196,182.5151715831804
2,Minnesota,35,1007,39485,4508.187516,34976.812484,0.021600101018354145,755.5026829544304,251.49731704556962
2,Minnesota,45,1788,39485,4508.187516,34976.812484,0.04686211737441413,1639.0874920080817,148.91250799191835
2,Minnesota,55,4268,39485,4508.187516,34976.812484,0.11266517615075504,3940.668739701788,327.3312602982119
2,Minnesota,65,7068,39485,4508.187516,34976.812484,0.17020107109166674,5953.090948149181,1114.9090518508192
2,Minnesota,75,9870,39485,4508.187516,34976.812484,0.23649436599841045,8271.819093048869,1598.180906951131
2,Minnesota,85,14052,39485,4508.187516,34976.812484,0.3763305082857334,13162.841620318506,889.1583796814939
2,Mississippi,0,307.0247818508161,32205,8126.603228,24078.396772,0.014476112364158295,348.56157722025836,-41.536795369442245
2,Mississippi,15,399.0352053385927,32205,8126.603228,24078.396772,0.012856264096780808,309.5582279279065,89.47697741068617
2,Mississippi,25,758.0728920667634,32205,8126.603228,24078.396772,0.022134508919417675,532.9634881151118,225.10940395165164
2,Mississippi,35,1175.09838864356,32205,8126.603228,24078.396772,0.03439614517121181,828.2040308597499,346.89435778381005
2,Mississippi,45,2095.1866080638197,32205,8126.603228,24078.396772,0.06979700635636663,1680.6000125464016,414.5865955174181
2,Mississippi,55,5038.452931430306,32205,8126.603228,24078.396772,0.16030346524502767,3859.8504400962884,1178.602491334018
2,Mississippi,65,7440.708558433809,32205,8126.603228,24078.396772,0.214732417469756,5170.412347647529,2270.2962107862804
2,Mississippi,75,7786.742569974188,32205,8126.603228,24078.396772,0.2381484519171622,5734.232915898995,2052.509654075193
2,Mississippi,85,7204.678064198144,32205,8126.603228,24078.396772,0.23315562846011892,5614.013731687759,1590.664332510385
2,Missouri,0,572,60844,10775.394916000001,50068.605083999995,0.010635345848853218,532.4969312379905,39.50306876200955
2,Missouri,15,690,60844,10775.394916000001,50068.605083999995,0.01282858576048326,642.3093942278621,47.69060577213793
2,Missouri,25,1350,60844,10775.394916000001,50068.605083999995,0.021905717365550657,1096.7887118574765,253.21128814252347
2,Missouri,35,1824,60844,10775.394916000001,50068.605083999995,0.02958472523133078,1481.2659241261513,342.7340758738487
2,Missouri,45,3113,60844,10775.394916000001,50068.605083999995,0.05688549259848234,2848.177263922217,264.8227360777828
2,Missouri,55,8111,60844,10775.394916000001,50068.605083999995,0.13756577051559815,6887.726237021654,1223.273762978346
2,Missouri,65,12568,60844,10775.394916000001,50068.605083999995,0.19528373373747293,9777.584143830538,2790.415856169462
2,Missouri,75,15180,60844,10775.394916000001,50068.605083999995,0.24264917766844188,12149.105850638567,3030.894149361433
2,Missouri,85,17436,60844,10775.394916000001,50068.605083999995,0.2926614512737868,14653.150627137538,2782.8493728624617
2,Montana,0,66,9525,1417.51071,8107.4892899999995,0.008857946002484147,71.81570234653853,-5.815702346538529
2,Montana,15,105,9525,1417.51071,8107.4892899999995,0.011995816173105838,97.25595114826436,7.744048851735641
2,Montana,25,174,9525,1417.51071,8107.4892899999995,0.019971236190102635,161.9165835193175,12.083416480682502
2,Montana,35,280,9525,1417.51071,8107.4892899999995,0.026508465712231158,214.91710185624632,65.08289814375368
2,Montana,45,485,9525,1417.51071,8107.4892899999995,0.047394914035431786,384.25375794273384,100.74624205726616
2,Montana,55,1148,9525,1417.51071,8107.4892899999995,0.12355363796822906,1001.7097965679544,146.2902034320456
2,Montana,65,1928,9525,1417.51071,8107.4892899999995,0.1938615414787213,1571.7303712816238,356.2696287183762
2,Montana,75,2482,9525,1417.51071,8107.4892899999995,0.24998365692619468,2026.7398212041576,455.2601787958424
2,Montana,85,2857,9525,1417.51071,8107.4892899999995,0.3178727855134994,2577.1502041331632,279.84979586683676
2,Nebraska,0,179,15406,2015.394004,13390.605996,0.012038934426229508,161.20862751331967,17.79137248668033
2,Nebraska,15,156,15406,2015.394004,13390.605996,0.009477459016393443,126.9089195317623,29.091080468237706
2,Nebraska,25,228,15406,2015.394004,13390.605996,0.014442780580075662,193.39758423447353,34.60241576552647
2,Nebraska,35,378,15406,2015.394004,13390.605996,0.023092686002522067,309.22505964911727,68.77494035088273
2,Nebraska,45,718,15406,2015.394004,13390.605996,0.0480375157629256,643.251446607976,74.74855339202395
2,Nebraska,55,1714,15406,2015.394004,13390.605996,0.11601513240857503,1553.5129276569987,160.48707234300127
2,Nebraska,65,2955,15406,2015.394004,13390.605996,0.17780580075662042,2380.9274217351826,574.0725782648174
2,Nebraska,75,3802,15406,2015.394004,13390.605996,0.2369955863808323,3173.514520016709,628.485479983291
2,Nebraska,85,5276,15406,2015.394004,13390.605996,0.362094104665826,4848.659489054461,427.3405109455389
2,Nevada,0,203.00439198462806,25942,5523.6528,20418.3472,0.011768002241524236,240.2831556178201,-37.27876363319206
