phase,state,age,dx,dx_all,exc_tot,bsn_tot,cx_bsn,bsn,exc
1,District of Columbia,85,617,2810,752.0451,2057.9548999999997,0.2557718120805369,526.36685395302,90.63314604697996
1,Florida,0,654,76225,3206.693925,73018.306075,0.009255922524259868,675.8517838828936,-21.851783882893642
1,Florida,15,771,76225,3206.693925,73018.306075,0.009242936312370342,674.9035526883894,96.09644731161063
1,Florida,25,1715,76225,3206.693925,73018.306075,0.01966112480074281,1435.622028479412,279.37797152058806
1,Florida,35,2313,76225,3206.693925,73018.306075,0.026225654910898354,1914.952897301303,398.047102698697
1,Florida,45,3969,76225,3206.693925,73018.306075,0.054053483713667014,3946.8938182245656,22.10618177543438
1,Florida,55,9300,76225,3206.693925,73018.306075,0.125557189653885,9167.973304064197,132.02669593580322
1,Florida,65,14665,76225,3206.693925,73018.306075,0.1888617260623533,13790.363319473718,874.6366805262824
1,Florida,75,19095,76225,3206.693925,73018.306075,0.24639713783889955,17991.50162672473,1103.4983732752698
1,Florida,85,23743,76225,3206.693925,73018.306075,0.32074482418292377,23420.24374416079,322.7562558392092
1,Georgia,0,379,32868,3361.56343,29506.436569999998,0.014938412498524262,440.7793208442013,-61.77932084420132
1,Georgia,15,385,32868,3361.56343,29506.436569999998,0.013065207980795718,385.5077305592066,-0.5077305592066068
1,Georgia,25,818,32868,3361.56343,29506.436569999998,0.02301759080713077,679.1670831448191,138.83291685518088
1,Georgia,35,1198,32868,3361.56343,29506.436569999998,0.033587816300027544,991.0567711815747,206.94322881842527
1,Georgia,45,2265,32868,3361.56343,29506.436569999998,0.07138640746133564,2106.3585037180746,158.64149628192536
1,Georgia,55,4941,32868,3361.56343,29506.436569999998,0.1535909645429145,4531.922053010625,409.07794698937505
1,Georgia,65,7034,32868,3361.56343,29506.436569999998,0.21414348116957224,6318.611044008972,715.3889559910276
1,Georgia,75,7850,32868,3361.56343,29506.436569999998,0.2354452796033214,6947.151208321317,902.8487916786826
1,Georgia,85,7998,32868,3361.56343,29506.436569999998,0.24082483963637794,7105.882855211207,892.1171447887928
1,Hawaii,0,33.0117994100295,3845,-45.195936,3890.195936,0.011873581281648332,46.190557647634016,-13.17875823760452
1,Hawaii,15,22.00589970501475,3845,-45.195936,3890.195936,0.007682905535184215,29.88800788964554,-7.882108184630791
1,Hawaii,25,52.00983284169125,3845,-45.195936,3890.195936,0.016238868517548456,63.17238031220535,-11.162547470514099
1,Hawaii,35,101.015732546706,3845,-45.195936,3890.195936,0.026570048309178744,103.36269395169083,-2.3469614049848246
1,Hawaii,45,236.06194690265488,3845,-45.195936,3890.195936,0.05383854257610151,209.44247952971307,26.619467372941813
1,Hawaii,55,498.1356932153392,3845,-45.195936,3890.195936,0.11905593388044933,463.1509101384087,34.98478307693051
1,Hawaii,65,725.1937069813176,3845,-45.195936,3890.195936,0.18424422326989115,716.7461285960072,8.447578385310408
1,Hawaii,75,810.2173058013766,3845,-45.195936,3890.195936,0.20604155753448578,801.5420297677667,8.675276033609862
1,Hawaii,85,1367.3480825958702,3845,-45.195936,3890.195936,0.3744543390955125,1456.7007481669286,-89.35266557105842
1,Idaho,0,64,4955,-60.946655,5015.946655,0.01189639829516182,59.671699235164624,4.328300764835376
1,Idaho,15,69,4955,-60.946655,5015.946655,0.01306730363917381,65.5448979787832,3.4551020212168027
1,Idaho,25,94,4955,-60.946655,5015.946655,0.017352817198257695,87.04080538042714,6.959194619572855
1,Idaho,35,137,4955,-60.946655,5015.946655,0.025947262423305698,130.15008415858742,6.849915841412582
1,Idaho,45,223,4955,-60.946655,5015.946655,0.048990679593461664,245.7346354330008,-22.73463543300079
1,Idaho,55,608,4955,-60.946655,5015.946655,0.11678609901175589,585.7928426885157,22.207157311484252
1,Idaho,65,967,4955,-60.946655,5015.946655,0.19378483443398437,972.0143920688727,-5.014392068872667
1,Idaho,75,1307,4955,-60.946655,5015.946655,0.25734157650695516,1290.8116198724883,16.188380127511664
1,Idaho,85,1486,4955,-60.946655,5015.946655,0.3148330288979439,1579.18567818416,-93.18567818416
1,Illinois,0,325.01435253617456,44441,8775.94536,35665.05464,0.011142603427931929,397.4015600890436,-72.38720755286903
1,Illinois,15,479.02313858422013,44441,8775.94536,35665.05464,0.011185178877711144,398.92001583174186,80.10312275247827
1,Illinois,25,924.0454789163912,44441,8775.94536,35665.05464,0.020113858917123847,717.3618773004733,206.68360161591784
1,Illinois,35,1346.0615661732577,44441,8775.94536,35665.05464,0.026706971425790992,952.5055951697545,393.55597100350315
1,Illinois,45,2501.1123751670993,44441,8775.94536,35665.05464,0.05508350870363837,1964.5563476781783,536.556027488921
1,Illinois,55,5855.263458064208,44441,8775.94536,35665.05464,0.12951147712481906,4619.033908163782,1236.2295499004258
1,Illinois,65,8632.393473071197,44441,8775.94536,35665.05464,0.18487780845913365,6593.6771404184565,2038.7163326527407
1,Illinois,75,10420.468156433015,44441,8775.94536,35665.05464,0.23562470349240333,8403.567924590365,2016.90023184265
1,Illinois,85,13957.618001054438,44441,8775.94536,35665.05464,0.3257538895714477,11618.030270758209,2339.587730296229
1,Indiana,0,250.0098009650181,25571,2909.256512,22661.743488,0.01205839120077044,273.264168269816,-23.25436730479794
1,Indiana,15,292.0125150784077,25571,2909.256512,22661.743488,0.011810025850271175,267.6357764054945,24.376738672913234
1,Indiana,25,632.0289505428227,25571,2909.256512,22661.743488,0.021562167367834152,488.6363059351817,143.392644607641
1,Indiana,35,752.0307599517491,25571,2909.256512,22661.743488,0.030006589284809163,680.0016293221146,72.02913062963455
1,Indiana,45,1448.0556393244874,25571,2909.256512,22661.743488,0.060134826904556744,1362.760022006346,85.29561731814147
1,Indiana,55,3419.13630880579,25571,2909.256512,22661.743488,0.13552638248263976,3071.2641156781588,347.87219312763136
1,Indiana,65,5163.198884197829,25571,2909.256512,22661.743488,0.196391099396827,4450.564717857205,712.6341663406238
1,Indiana,75,6159.23597708082,25571,2909.256512,22661.743488,0.24023518678088093,5444.148179620092,715.0877974607274
1,Indiana,85,7455.2911640530765,25571,2909.256512,22661.743488,0.2922753307314106,6623.46857290559,831.8225911474865
1,Iowa,0,89,10756,519.525312,10236.474688,0.009426354561701756,96.49263987097336,-7.492639870973363
1,Iowa,15,88,10756,519.525312,10236.474688,0.008380192668148729,85.78363012806764,2.2163698719323577
1,Iowa,25,171,10756,519.525312,10236.474688,0.013305871583627567,136.20521766758208,34.794782332417924
1,Iowa,35,258,10756,519.525312,10236.474688,0.019975153655028114,204.47515477860597,53.52484522139403
1,Iowa,45,464,10756,519.525312,10236.474688,0.045922148119088096,470.0809068396321,-6.080906839632121
1,Iowa,55,1314,10756,519.525312,10236.474688,0.11551370907981344,1182.453159112506,131.546840887494
1,Iowa,65,2060,10756,519.525312,10236.474688,0.17737892855586068,1815.7349123466283,244.26508765337167
1,Iowa,75,2509,10756,519.525312,10236.474688,0.2397127413800619,2453.813409528094,55.18659047190613
1,Iowa,85,3803,10756,519.525312,10236.474688,0.3703849003966697,3791.435657727911,11.564342272089107
1,Kansas,0,93.00870322019148,9148,257.260374,8890.739626,0.011570107315176043,102.86681158410812,-9.858108363916642
1,Kansas,15,111.01523063533509,9148,257.260374,8890.739626,0.011290577411553093,100.3815839933156,10.633646642019485
1,Kansas,25,192.01697127937337,9148,257.260374,8890.739626,0.017804839513374898,158.29819219613276,33.718779083240605
1,Kansas,35,267.0282854656223,9148,257.260374,8890.739626,0.024720166259525285,219.78056172486967,47.247723740752605
1,Kansas,45,472.05831157528286,9148,257.260374,8890.739626,0.04843159417119384,430.5926934481837,41.46561812709916
1,Kansas,55,1174.1353350739773,9148,257.260374,8890.739626,0.12855944871841615,1142.9885850175374,31.14675005643994
1,Kansas,65,1756.1749347258487,9148,257.260374,8890.739626,0.1842952808060184,1638.521355946865,117.65357877898373
1,Kansas,75,2077.230635335074,9148,257.260374,8890.739626,0.23570447612450018,2095.587125905665,-18.356490570590722
1,Kansas,85,3005.331592689295,9148,257.260374,8890.739626,0.3376235096802421,3001.722716183323,3.608876505972148
1,Kentucky,0,150.00834492350486,17118,818.519735,16299.480265,0.009458144284676435,154.1628361116061,-4.154491188101247
1,Kentucky,15,209.0099675475197,17118,818.519735,16299.480265,0.00999273504859293,162.87638771791427,46.133579829605424
1,Kentucky,25,451.0227167362077,17118,818.519735,16299.480265,0.02178114676572588,355.0213718570176,96.00134487919013
1,Kentucky,35,718.0319888734354,17118,818.519735,16299.480265,0.034481104272613874,562.0240786068771,156.00791026655827
1,Kentucky,45,1199.0702364394992,17118,818.519735,16299.480265,0.07050429728729456,1149.1834022319506,49.886834207548645
1,Kentucky,55,2659.157162726008,17118,818.519735,16299.480265,0.1504804463147506,2452.7530649756695,206.40409775033868
1,Kentucky,65,3640.2171998145573,17118,818.519735,16299.480265,0.21281510013296231,3468.775524711218,171.4416751033391
1,Kentucky,75,4085.248956884562,17118,818.519735,16299.480265,0.24393102408399928,3975.948913078386,109.30004380617629
1,Kentucky,85,4006.2334260547054,17118,818.519735,16299.480265,0.2465560018093841,4018.7346857093607,-12.501259654655314
1,Louisiana,0,189,19580,3898.02616,15681.97384,0.014195720962638256,222.61692477603276,-33.61692477603276
1,Louisiana,15,236,19580,3898.02616,15681.97384,0.013694951664876477,214.76387374865737,21.236126251342625
1,Louisiana,25,536,19580,3898.02616,15681.97384,0.02552471913374169,400.2779777286846,135.72202227131538
1,Louisiana,35,748,19580,3898.02616,15681.97384,0.036665021627427644,574.9799100043546,173.02008999564544
1,Louisiana,45,1249,19580,3898.02616,15681.97384,0.06726275147327779,1054.8127090103637,194.18729098963627
1,Louisiana,55,2924,19580,3898.02616,15681.97384,0.1569657735071269,2461.5331539141293,462.46684608587066
1,Louisiana,65,4134,19580,3898.02616,15681.97384,0.20895143263564317,3276.7709004226786,857.2290995773214
1,Louisiana,75,4705,19580,3898.02616,15681.97384,0.23232792405724736,3643.36042736726,1061.63957263274
1,Louisiana,85,4859,19580,3898.02616,15681.97384,0.24441170493802072,3832.85796302784,1026.14203697216
1,Maine,0,29,4966,-25.35597,4991.35597,0.006231300474658628,31.102638825051173,-2.102638825051173
1,Maine,15,37,4966,-25.35597,4991.35597,0.00645625717049468,32.225477771803924,4.774522228196076
1,Maine,25,82,4966,-25.35597,4991.35597,0.016421838796031762,81.96724311295074,0.03275688704925983
1,Maine,35,129,4966,-25.35597,4991.35597,0.022675634940273998,113.1821658326772,15.8178341673228
1,Maine,45,246,4966,-25.35597,4991.35597,0.04994038647560345,249.2702461791105,-3.270246179110501
1,Maine,55,613,4966,-25.35597,4991.35597,0.11967696218477943,597.350319672463,15.649680327536998
1,Maine,65,944,4966,-25.35597,4991.35597,0.19139315681731267,955.3113758972397,-11.311375897239714
1,Maine,75,1252,4966,-25.35597,4991.35597,0.25228893438013184,1259.2638787832093,-7.263878783209293
1,Maine,85,1634,4966,-25.35597,4991.35597,0.33491552876071357,1671.6826239254942,-37.68262392549423
1,Maryland,0,153.03383515130642,21518,4541.840574000001,16976.159426,0.011554427434494065,196.1498022041194,-43.11596705281298
1,Maryland,15,221.0514082513347,21518,4541.840574000001,16976.159426,0.012003913169932049,203.78034370862747,17.271064542707222
1,Maryland,25,553.1270153163002,21518,4541.840574000001,16976.159426,0.027207107162687396,461.8721887140477,91.25482660225254
1,Maryland,35,715.165086725447,21518,4541.840574000001,16976.159426,0.03171518468575659,538.4020314504376,176.7630552750095
1,Maryland,45,1222.2944831054685,21518,4541.840574000001,16976.159426,0.06430290050501045,1091.6162905272731,130.67819257819542
1,Maryland,55,2912.678290238767,21518,4541.840574000001,16976.159426,0.13563232066841172,2302.515898985312,610.1623912534551
1,Maryland,65,4087.947255728034,21518,4541.840574000001,16976.159426,0.18622590624256366,3161.400673625089,926.5465821029452
1,Maryland,75,5053.181554362936,21518,4541.840574000001,16976.159426,0.2264350493112292,3843.9974967415983,1209.184057621338
1,Maryland,85,6599.521071120406,21518,4541.840574000001,16976.159426,0.30492319081991487,5176.424700043494,1423.096371076912
1,Massachusetts,0,100,27787,7513.678415999999,20273.321584,0.006484129456069315,131.45484165518025,-31.454841655180246
1,Massachusetts,15,135,27787,7513.678415999999,20273.321584,0.007395871676529717,149.9388848922842,-14.938884892284193
1,Massachusetts,25,428,27787,7513.678415999999,20273.321584,0.0211965908769148,429.7253033321743,-1.7253033321742919
1,Massachusetts,35,649,27787,7513.678415999999,20273.321584,0.025070079565081973,508.2537851593737,140.7462148406263
1,Massachusetts,45,1149,27787,7513.678415999999,20273.321584,0.0503949939122802,1021.6739178073789,127.32608219262113
1,Massachusetts,55,2856,27787,7513.678415999999,20273.321584,0.10968089022283886,2223.5959591070136,632.4040408929864
1,Massachusetts,65,4708,27787,7513.678415999999,20273.321584,0.16753971175354646,3396.586454470312,1311.4135455296878
1,Massachusetts,75,6785,27787,7513.678415999999,20273.321584,0.2300931562703514,4664.752551346401,2120.2474486535993
1,Massachusetts,85,10977,27787,7513.678415999999,20273.321584,0.3821445762663873,7747.3398862298845,3229.6601137701155
1,Michigan,0,349,40325,7358.843183999999,32966.156816,0.010331913569178825,340.60348293090743,8.396517069092567
1,Michigan,15,323,40325,7358.843183999999,32966.156816,0.009404950793162127,310.0450826941463,12.954917305853712
1,Michigan,25,787,40325,7358.843183999999,32966.156816,0.020318753404220048,669.831211029152,117.16878897084803
1,Michigan,35,1087,40325,7358.843183999999,32966.156816,0.025998937714190987,857.0850577354367,229.91494226456325
1,Michigan,45,2260,40325,7358.843183999999,32966.156816,0.05574632344234731,1837.7420405158787,422.25795948412133
1,Michigan,55,5200,40325,7358.843183999999,32966.156816,0.13214294171975277,4356.244938860919,843.7550611390807
1,Michigan,65,8181,40325,7358.843183999999,32966.156816,0.19336984799840318,6374.660732601444,1806.3392673985563
1,Michigan,75,9764,40325,7358.843183999999,32966.156816,0.23517451596642636,7752.7999724761075,2011.2000275238925
1,Michigan,85,12374,40325,7358.843183999999,32966.156816,0.3175118153923184,10467.14429715601,1906.85570284399
1,Minnesota,0,156,16755,1569.604554,15185.395446,0.010428659501296155,158.36331849886727,-2.3633184988672724
1,Minnesota,15,165,16755,1569.604554,15185.395446,0.009136218793870563,138.73709526610165,26.262904733898353
1,Minnesota,25,331,16755,1569.604554,15185.395446,0.01628178178549941,247.2452949782885,83.75470502171149
1,Minnesota,35,422,16755,1569.604554,15185.395446,0.021600101018354145,328.006075637255,93.99392436274502
1,Minnesota,45,771,16755,1569.604554,15185.395446,0.04686211737441413,711.6197837673459,59.38021623265411
1,Minnesota,55,1842,16755,1569.604554,15185.395446,0.11266517615075504,1710.8652528424634,131.1347471575366
1,Minnesota,65,2932,16755,1569.604554,15185.395446,0.17020107109166674,2584.5705698597185,347.4294301402815
1,Minnesota,75,4052,16755,1569.604554,15185.395446,0.23649436599841045,3591.2604684369194,460.7395315630806
1,Minnesota,85,6084,16755,1569.604554,15185.395446,0.3763305082857334,5714.727586713041,369.2724132869589
1,Mississippi,0,132.03549198018877,12440,1537.63006,10902.36994,0.014476112364158295,157.82393228706172,-25.788440306872957
1,Mississippi,15,152.02946639904556,12440,1537.63006,10902.36994,0.012856264096780808,140.16374722944434,11.86571916960122
1,Mississippi,25,281.05618545357817,12440,1537.63006,10902.36994,0.022134508919417675,241.31860467972115,39.73758077385702
1,Mississippi,35,474.11545893703726,12440,1537.63006,10902.36994,0.03439614517121181,374.9994991664958,99.11595977054145
1,Mississippi,45,891.2128515620535,12440,1537.63006,10902.36994,0.06979700635636663,760.9527840016405,130.26006756041306
1,Mississippi,55,1904.4776374457388,12440,1537.63006,10902.36994,0.16030346524502767,1747.6876807652245,156.78995668051425
1,Mississippi,65,2724.669243779468,12440,1537.63006,10902.36994,0.214732417469756,2341.0922533657986,383.5769904136696
1,Mississippi,75,3020.718721282415,12440,1537.63006,10902.36994,0.2381484519171622,2596.3825234392048,424.33619784321036
1,Mississippi,85,2859.684943160475,12440,1537.63006,10902.36994,0.23315562846011892,2541.948915065409,317.7360280950661
1,Missouri,0,253,23202,1332.97463,21869.02537,0.010635345848853218,232.5846481872952,20.415351812704813
1,Missouri,15,322,23202,1332.97463,21869.02537,0.01282858576048326,280.54866745722916,41.45133254277084
1,Missouri,25,604,23202,1332.97463,21869.02537,0.021905717365550657,479.05668881527686,124.94331118472314
1,Missouri,35,794,23202,1332.97463,21869.02537,0.02958472523133078,646.989106648452,147.01089335154802
1,Missouri,45,1310,23202,1332.97463,21869.02537,0.05688549259848234,1244.0302808211575,65.96971917884252
1,Missouri,55,3160,23202,1332.97463,21869.02537,0.13756577051559815,3008.429325449214,151.57067455078595
1,Missouri,65,4719,23202,1332.97463,21869.02537,0.19528373373747293,4270.66492745312,448.3350725468799
1,Missouri,75,5625,23202,1332.97463,21869.02537,0.24264917766844188,5306.501022440792,318.49897755920756
1,Missouri,85,6415,23202,1332.97463,21869.02537,0.2926614512737868,6400.220702727462,14.779297272538315
1,Montana,0,28,3464,-75.68239,3539.68239,0.008857946002484147,31.35431547656403,-3.354315476564029
1,Montana,15,56,3464,-75.68239,3539.68239,0.011995816173105838,42.461379261619925,13.538620738380075
1,Montana,25,84,3464,-75.68239,3539.68239,0.019971236190102635,70.691833048637,13.308166951363006
1,Montana,35,102,3464,-75.68239,3539.68239,0.026508465712231158,93.83154926750343,8.168450732496567
1,Montana,45,164,3464,-75.68239,3539.68239,0.047394914035431786,167.76294258678172,-3.762942586781719
1,Montana,55,427,3464,-75.68239,3539.68239,0.12355363796822906,437.3406365365758,-10.3406365365758
1,Montana,65,720,3464,-75.68239,3539.68239,0.1938615414787213,686.2082844704844,33.79171552951561
1,Montana,75,807,3464,-75.68239,3539.68239,0.24998365692619468,884.8627482094528,-77.86274820945277
1,Montana,85,1076,3464,-75.68239,3539.68239,0.3178727855134994,1125.168701142381,-49.168701142380996
1,Nebraska,0,65,5957,91.93657799999998,5865.063422,0.012038934426229508,70.60911394313524,-5.609113943135242
1,Nebraska,15,61,5957,91.93657799999998,5865.063422,0.009477459016393443,55.58589821055328,5.414101789446718
1,Nebraska,25,109,5957,91.93657799999998,5865.063422,0.014442780580075662,84.70782409217371,24.29217590782629
1,Nebraska,35,150,5957,91.93657799999998,5865.063422,0.023092686002522067,135.44006798912358,14.559932010876423
1,Nebraska,45,282,5957,91.93657799999998,5865.063422,0.0480375157629256,281.7430765848834,0.2569234151166029
1,Nebraska,55,730,5957,91.93657799999998,5865.063422,0.11601513240857503,680.4361094880202,49.56389051197982
1,Nebraska,65,1151,5957,91.93657799999998,5865.063422,0.17780580075662042,1042.8422982370744,108.15770176292563
1,Nebraska,75,1420,5957,91.93657799999998,5865.063422,0.2369955863808323,1389.9941448576608,30.005855142339215
1,Nebraska,85,1989,5957,91.93657799999998,5865.063422,0.362094104665826,2123.7048885973754,-134.70488859737543
1,Nevada,0,70,9433,403.9171109999999,9029.082889,0.011768002241524236,106.25426767666012,-36.25426767666012
1,Nevada,15,120,9433,403.9171109999999,9029.082889,0.011034169902200163,99.62843465827429,20.371565341725713
1,Nevada,25,218,9433,403.9171109999999,9029.082889,0.021027632123177094,189.86023339956503,28.139766600434967
