state,year,age,pop
Maryland,2016,35,768274
Maryland,2016,45,851697
Maryland,2016,55,752467
Maryland,2016,65,493744
Maryland,2016,75,245021
Maryland,2016,85,121477
Maryland,2017,0,1298216
Maryland,2017,15,798963
Maryland,2017,25,963047
Maryland,2017,35,782056
Maryland,2017,45,836173
Maryland,2017,55,764417
Maryland,2017,65,507073
Maryland,2017,75,253725
Maryland,2017,85,123320
Maryland,2018,0,1315247
Maryland,2018,15,797380
Maryland,2018,25,968723
Maryland,2018,35,803586
Maryland,2018,45,816282
Maryland,2018,55,774660
Maryland,2018,65,518951
Maryland,2018,75,264964
Maryland,2018,85,125179
Maryland,2019,0,1331795
Maryland,2019,15,798708
Maryland,2019,25,970669
Maryland,2019,35,828756
Maryland,2019,45,792499
Maryland,2019,55,785009
Maryland,2019,65,532585
Maryland,2019,75,275172
Maryland,2019,85,126696
Maryland,2020,0,1347515
Maryland,2020,15,801822
Maryland,2020,25,969481
Maryland,2020,35,853415
Maryland,2020,45,772893
Maryland,2020,55,790340
Maryland,2020,65,549195
Maryland,2020,75,283863
Maryland,2020,85,129102
Maryland,2021,0,1362116
Maryland,2021,15,807562
Maryland,2021,25,965311
Maryland,2021,35,879273
Maryland,2021,45,758949
Maryland,2021,55,790275
Maryland,2021,65,563722
Maryland,2021,75,293654
Maryland,2021,85,131466
Maryland,2022,0,1375493
Maryland,2022,15,816256
Maryland,2022,25,958480
Maryland,2022,35,904361
Maryland,2022,45,749547
Maryland,2022,55,785213
Maryland,2022,65,570802
Maryland,2022,75,312135
Maryland,2022,85,133911
Maryland,2023,0,1387420
Maryland,2023,15,827234
Maryland,2023,25,948880
Maryland,2023,35,928288
Maryland,2023,45,744409
Maryland,2023,55,777025
Maryland,2023,65,580054
Maryland,2023,75,328659
Maryland,2023,85,137252
Maryland,2024,0,1397915
Maryland,2024,15,838779
Maryland,2024,25,938536
Maryland,2024,35,950397
Maryland,2024,45,742581
Maryland,2024,55,768572
Maryland,2024,65,590935
Maryland,2024,75,342772
Maryland,2024,85,140888
Massachusetts,2013,0,1213576
Massachusetts,2013,15,932589
Massachusetts,2013,25,878427
Massachusetts,2013,35,869203
Massachusetts,2013,45,1009324
Massachusetts,2013,55,836487
Massachusetts,2013,65,522126
Massachusetts,2013,75,288759
Massachusetts,2013,85,165814
Massachusetts,2014,0,1216930
Massachusetts,2014,15,922651
Massachusetts,2014,25,889575
Massachusetts,2014,35,857587
Massachusetts,2014,45,998856
Massachusetts,2014,55,851305
Massachusetts,2014,65,544709
Massachusetts,2014,75,288605
Massachusetts,2014,85,167445
Massachusetts,2015,0,1220856
Massachusetts,2015,15,909139
Massachusetts,2015,25,899957
Massachusetts,2015,35,846105
Massachusetts,2015,45,989385
Massachusetts,2015,55,867690
Massachusetts,2015,65,566961
Massachusetts,2015,75,289544
Massachusetts,2015,85,168943
Massachusetts,2016,0,1222022
Massachusetts,2016,15,899520
Massachusetts,2016,25,907550
Massachusetts,2016,35,840248
Massachusetts,2016,45,977538
Massachusetts,2016,55,882847
Massachusetts,2016,65,586914
Massachusetts,2016,75,292422
Massachusetts,2016,85,169963
Massachusetts,2017,0,1223886
Massachusetts,2017,15,892106
Massachusetts,2017,25,916331
Massachusetts,2017,35,836569
Massachusetts,2017,45,960403
Massachusetts,2017,55,895159
Massachusetts,2017,65,604194
Massachusetts,2017,75,299751
Massachusetts,2017,85,170617
Massachusetts,2018,0,1226455
Massachusetts,2018,15,885350
Massachusetts,2018,25,927422
Massachusetts,2018,35,833979
Massachusetts,2018,45,938790
Massachusetts,2018,55,905138
Massachusetts,2018,65,618537
Massachusetts,2018,75,311881
Massachusetts,2018,85,170985
Massachusetts,2019,0,1230174
Massachusetts,2019,15,880308
Massachusetts,2019,25,934708
Massachusetts,2019,35,835229
Massachusetts,2019,45,913307
Massachusetts,2019,55,914477
Massachusetts,2019,65,635543
Massachusetts,2019,75,322699
Massachusetts,2019,85,170952
Massachusetts,2020,0,1234812
Massachusetts,2020,15,875831
Massachusetts,2020,25,937404
Massachusetts,2020,35,838398
Massachusetts,2020,45,889778
Massachusetts,2020,55,919506
Massachusetts,2020,65,656655
Massachusetts,2020,75,331175
Massachusetts,2020,85,171987
Massachusetts,2021,0,1240100
Massachusetts,2021,15,872790
Massachusetts,2021,25,935938
Massachusetts,2021,35,846009
Massachusetts,2021,45,869543
Massachusetts,2021,55,918979
Massachusetts,2021,65,674687
Massachusetts,2021,75,342370
Massachusetts,2021,85,172712
Massachusetts,2022,0,1245839
Massachusetts,2022,15,871435
Massachusetts,2022,25,931332
Massachusetts,2022,35,855367
Massachusetts,2022,45,852157
Massachusetts,2022,55,913354
Massachusetts,2022,65,682746
Massachusetts,2022,75,364430
Massachusetts,2022,85,173679
Massachusetts,2023,0,1251742
Massachusetts,2023,15,870954
Massachusetts,2023,25,922937
Massachusetts,2023,35,865667
Massachusetts,2023,45,838508
Massachusetts,2023,55,904286
Massachusetts,2023,65,693344
Massachusetts,2023,75,384337
Massachusetts,2023,85,175340
Massachusetts,2024,0,1257538
Massachusetts,2024,15,871188
Massachusetts,2024,25,912053
Massachusetts,2024,35,875482
Massachusetts,2024,45,827560
Massachusetts,2024,55,894775
Massachusetts,2024,65,705674
Massachusetts,2024,75,401569
Massachusetts,2024,85,177418
Michigan,2013,0,2063094
Michigan,2013,15,1419083
Michigan,2013,25,1431363
Michigan,2013,35,1385918
Michigan,2013,45,1494845
Michigan,2013,55,1311514
Michigan,2013,65,789004
Michigan,2013,75,424192
Michigan,2013,85,219474
Michigan,2014,0,2066813
Michigan,2014,15,1405510
Michigan,2014,25,1435112
Michigan,2014,35,1385491
Michigan,2014,45,1477554
Michigan,2014,55,1330783
Michigan,2014,65,820294
Michigan,2014,75,426155
Michigan,2014,85,222496
Michigan,2015,0,2070009
Michigan,2015,15,1383940
Michigan,2015,25,1441465
Michigan,2015,35,1382790
Michigan,2015,45,1464990
Michigan,2015,55,1349072
Michigan,2015,65,852493
Michigan,2015,75,428720
Michigan,2015,85,225643
Michigan,2016,0,2070249
Michigan,2016,15,1366307
Michigan,2016,25,1443648
Michigan,2016,35,1383268
Michigan,2016,45,1454497
Michigan,2016,55,1362828
Michigan,2016,65,881939
Michigan,2016,75,434276
Michigan,2016,85,228063
Michigan,2017,0,2073031
Michigan,2017,15,1349275
Michigan,2017,25,1443565
Michigan,2017,35,1389861
Michigan,2017,45,1437272
Michigan,2017,55,1370705
Michigan,2017,65,908178
Michigan,2017,75,446761
Michigan,2017,85,229204
Michigan,2018,0,2078083
Michigan,2018,15,1332961
Michigan,2018,25,1441096
Michigan,2018,35,1401532
Michigan,2018,45,1414166
Michigan,2018,55,1375149
Michigan,2018,65,929927
Michigan,2018,75,464826
Michigan,2018,85,229616
Michigan,2019,0,2081567
Michigan,2019,15,1320018
Michigan,2019,25,1437130
Michigan,2019,35,1413951
Michigan,2019,45,1387644
Michigan,2019,55,1376885
Michigan,2019,65,957171
Michigan,2019,75,479374
Michigan,2019,85,229692
Michigan,2020,0,2083265
Michigan,2020,15,1309221
Michigan,2020,25,1429482
Michigan,2020,35,1426178
Michigan,2020,45,1366412
Michigan,2020,55,1369959
Michigan,2020,65,990728
Michigan,2020,75,488943
Michigan,2020,85,231805
Michigan,2021,0,2083095
Michigan,2021,15,1302345
Michigan,2021,25,1419163
Michigan,2021,35,1438906
Michigan,2021,45,1350926
Michigan,2021,55,1355805
Michigan,2021,65,1019783
Michigan,2021,75,501492
Michigan,2021,85,233833
Michigan,2022,0,2080931
Michigan,2022,15,1298674
Michigan,2022,25,1407759
Michigan,2022,35,1447475
Michigan,2022,45,1340805
Michigan,2022,55,1335896
Michigan,2022,65,1034655
Michigan,2022,75,529886
Michigan,2022,85,235663
Michigan,2023,0,2076711
Michigan,2023,15,1296327
Michigan,2023,25,1394151
Michigan,2023,35,1452250
Michigan,2023,45,1336868
Michigan,2023,55,1314119
Michigan,2023,65,1050078
Michigan,2023,75,556037
Michigan,2023,85,238688
Michigan,2024,0,2070599
Michigan,2024,15,1294928
Michigan,2024,25,1378625
Michigan,2024,35,1453310
Michigan,2024,45,1335367
Michigan,2024,55,1297539
Michigan,2024,65,1064173
Michigan,2024,75,578965
Michigan,2024,85,242353
Minnesota,2013,0,1112975
Minnesota,2013,15,733359
Minnesota,2013,25,823538
Minnesota,2013,35,709476
Minnesota,2013,45,786940
Minnesota,2013,55,674934
Minnesota,2013,65,392059
Minnesota,2013,75,215117
Minnesota,2013,85,121431
Minnesota,2014,0,1126051
Minnesota,2014,15,728432
Minnesota,2014,25,831012
Minnesota,2014,35,714753
Minnesota,2014,45,776733
Minnesota,2014,55,691767
Minnesota,2014,65,409670
Minnesota,2014,75,217821
Minnesota,2014,85,123031
Minnesota,2015,0,1138997
Minnesota,2015,15,722971
Minnesota,2015,25,834631
Minnesota,2015,35,722140
Minnesota,2015,45,766485
Minnesota,2015,55,708597
Minnesota,2015,65,428801
Minnesota,2015,75,220943
Minnesota,2015,85,124646
Minnesota,2016,0,1150559
Minnesota,2016,15,720288
Minnesota,2016,25,834058
Minnesota,2016,35,733716
Minnesota,2016,45,755953
Minnesota,2016,55,722993
Minnesota,2016,65,447605
Minnesota,2016,75,225311
Minnesota,2016,85,126097
Minnesota,2017,0,1163003
Minnesota,2017,15,718356
Minnesota,2017,25,830466
Minnesota,2017,35,751487
Minnesota,2017,45,742108
Minnesota,2017,55,732946
Minnesota,2017,65,466622
Minnesota,2017,75,231760
Minnesota,2017,85,127388
Minnesota,2018,0,1175921
Minnesota,2018,15,717188
Minnesota,2018,25,825321
Minnesota,2018,35,772272
Minnesota,2018,45,726461
Minnesota,2018,55,740975
Minnesota,2018,65,483161
Minnesota,2018,75,241171
Minnesota,2018,85,128341
Minnesota,2019,0,1188274
Minnesota,2019,15,717757
Minnesota,2019,25,819966
Minnesota,2019,35,791646
Minnesota,2019,45,712646
Minnesota,2019,55,745604
Minnesota,2019,65,501834
Minnesota,2019,75,249489
Minnesota,2019,85,129175
Minnesota,2020,0,1199663
Minnesota,2020,15,719926
Minnesota,2020,25,812751
Minnesota,2020,35,808759
Minnesota,2020,45,704155
Minnesota,2020,55,745565
Minnesota,2020,65,523052
Minnesota,2020,75,256234
Minnesota,2020,85,130664
Minnesota,2021,0,1209990
Minnesota,2021,15,723348
Minnesota,2021,25,806036
Minnesota,2021,35,824458
Minnesota,2021,45,700552
Minnesota,2021,55,740682
Minnesota,2021,65,542418
Minnesota,2021,75,264313
Minnesota,2021,85,132400
Minnesota,2022,0,1219087
Minnesota,2022,15,728720
Minnesota,2022,25,799851
Minnesota,2022,35,837461
Minnesota,2022,45,700598
Minnesota,2022,55,731806
Minnesota,2022,65,554595
Minnesota,2022,75,280183
Minnesota,2022,85,134420
Minnesota,2023,0,1226886
Minnesota,2023,15,735236
Minnesota,2023,25,793202
Minnesota,2023,35,847961
Minnesota,2023,45,703864
Minnesota,2023,55,720757
Minnesota,2023,65,568148
Minnesota,2023,75,295387
Minnesota,2023,85,136843
Minnesota,2024,0,1233446
Minnesota,2024,15,742097
Minnesota,2024,25,787232
Minnesota,2024,35,854611
Minnesota,2024,45,709068
Minnesota,2024,55,711540
Minnesota,2024,65,582015
Minnesota,2024,75,309264
Minnesota,2024,85,139667
Mississippi,2013,0,632390
Mississippi,2013,15,401874
Mississippi,2013,25,379578
Mississippi,2013,35,381443
Mississippi,2013,45,413369
Mississippi,2013,55,380321
Mississippi,2013,65,235189
Mississippi,2013,75,119741
Mississippi,2013,85,54933
Mississippi,2014,0,631340
Mississippi,2014,15,398823
Mississippi,2014,25,375355
Mississippi,2014,35,383430
Mississippi,2014,45,408830
Mississippi,2014,55,387915
Mississippi,2014,65,244413
Mississippi,2014,75,121285
Mississippi,2014,85,55502
Mississippi,2015,0,629190
Mississippi,2015,15,395450
Mississippi,2015,25,369932
Mississippi,2015,35,385860
Mississippi,2015,45,405031
Mississippi,2015,55,395518
Mississippi,2015,65,254371
Mississippi,2015,75,122978
Mississippi,2015,85,56079
Mississippi,2016,0,624792
Mississippi,2016,15,394834
Mississippi,2016,25,363506
Mississippi,2016,35,388375
Mississippi,2016,45,402366
Mississippi,2016,55,402353
Mississippi,2016,65,263905
Mississippi,2016,75,124620
Mississippi,2016,85,56671
Mississippi,2017,0,620884
Mississippi,2017,15,394100
Mississippi,2017,25,359861
Mississippi,2017,35,388814
Mississippi,2017,45,398788
Mississippi,2017,55,408089
Mississippi,2017,65,272937
Mississippi,2017,75,127420
Mississippi,2017,85,57050
Mississippi,2018,0,615941
Mississippi,2018,15,394501
Mississippi,2018,25,357537
Mississippi,2018,35,389047
Mississippi,2018,45,394134
Mississippi,2018,55,412568
Mississippi,2018,65,281314
Mississippi,2018,75,131394
Mississippi,2018,85,57482
Mississippi,2019,0,611321
Mississippi,2019,15,395914
Mississippi,2019,25,355200
Mississippi,2019,35,389081
Mississippi,2019,45,388667
Mississippi,2019,55,415274
Mississippi,2019,65,290935
Mississippi,2019,75,135365
Mississippi,2019,85,57734
Mississippi,2020,0,607047
Mississippi,2020,15,397476
Mississippi,2020,25,352776
Mississippi,2020,35,388024
Mississippi,2020,45,384946
Mississippi,2020,55,415353
Mississippi,2020,65,302142
Mississippi,2020,75,138418
Mississippi,2020,85,58630
Mississippi,2021,0,603138
Mississippi,2021,15,399315
Mississippi,2021,25,350551
Mississippi,2021,35,386340
Mississippi,2021,45,384127
Mississippi,2021,55,412597
Mississippi,2021,65,311949
Mississippi,2021,75,142413
Mississippi,2021,85,59482
Mississippi,2022,0,599713
Mississippi,2022,15,401483
Mississippi,2022,25,348758
Mississippi,2022,35,382760
Mississippi,2022,45,385425
Mississippi,2022,55,407912
Mississippi,2022,65,318244
Mississippi,2022,75,150367
Mississippi,2022,85,60245
Mississippi,2023,0,596725
Mississippi,2023,15,402816
Mississippi,2023,25,347395
Mississippi,2023,35,378379
Mississippi,2023,45,387724
Mississippi,2023,55,402831
Mississippi,2023,65,324815
Mississippi,2023,75,157706
Mississippi,2023,85,61435
Mississippi,2024,0,594240
Mississippi,2024,15,403553
Mississippi,2024,25,345239
Mississippi,2024,35,374373
Mississippi,2024,45,390123
Mississippi,2024,55,398646
Mississippi,2024,65,331498
Mississippi,2024,75,164352
Mississippi,2024,85,62621
Missouri,2013,0,1191416
Missouri,2013,15,796635
Missouri,2013,25,816212
Missouri,2013,35,742829
Missouri,2013,45,829326
Missouri,2013,55,756640
Missouri,2013,65,482793
Missouri,2013,75,264838
Missouri,2013,85,131407
Missouri,2014,0,1197221
Missouri,2014,15,791292
Missouri,2014,25,819703
Missouri,2014,35,746778
Missouri,2014,45,814898
Missouri,2014,55,770980
Missouri,2014,65,500389
Missouri,2014,75,267059
Missouri,2014,85,132797
Missouri,2015,0,1202797
Missouri,2015,15,784535
Missouri,2015,25,820643
Missouri,2015,35,750321
Missouri,2015,45,802045
Missouri,2015,55,786797
Missouri,2015,65,518325
Missouri,2015,75,269766
Missouri,2015,85,134327
Missouri,2016,0,1206887
Missouri,2016,15,779690
Missouri,2016,25,819748
Missouri,2016,35,755650
Missouri,2016,45,790224
Missouri,2016,55,800480
Missouri,2016,65,534997
Missouri,2016,75,273883
Missouri,2016,85,135680
Missouri,2017,0,1211090
Missouri,2017,15,776179
Missouri,2017,25,818844
Missouri,2017,35,763787
Missouri,2017,45,775544
Missouri,2017,55,810271
Missouri,2017,65,551075
Missouri,2017,75,280541
Missouri,2017,85,136830
Missouri,2018,0,1213977
Missouri,2018,15,775407
Missouri,2018,25,816821
Missouri,2018,35,774978
Missouri,2018,45,759023
Missouri,2018,55,817269
Missouri,2018,65,565151
Missouri,2018,75,289639
Missouri,2018,85,137975
Missouri,2019,0,1216615
Missouri,2019,15,776719
Missouri,2019,25,813585
Missouri,2019,35,786915
Missouri,2019,45,742540
Missouri,2019,55,820160
Missouri,2019,65,582038
Missouri,2019,75,297984
Missouri,2019,85,138908
Missouri,2020,0,1218964
Missouri,2020,15,779560
Missouri,2020,25,808801
Missouri,2020,35,797103
Missouri,2020,45,731053
Missouri,2020,55,817330
Missouri,2020,65,602492
Missouri,2020,75,304094
Missouri,2020,85,140485
Missouri,2021,0,1221044
Missouri,2021,15,783077
Missouri,2021,25,803718
Missouri,2021,35,807857
Missouri,2021,45,725562
Missouri,2021,55,807618
Missouri,2021,65,621150
Missouri,2021,75,311804
Missouri,2021,85,141815
Missouri,2022,0,1222981
Missouri,2022,15,788112
Missouri,2022,25,799287
Missouri,2022,35,814790
Missouri,2022,45,724838
Missouri,2022,55,793650
Missouri,2022,65,631998
Missouri,2022,75,328375
Missouri,2022,85,143086
Missouri,2023,0,1224822
Missouri,2023,15,792657
Missouri,2023,25,795242
Missouri,2023,35,820180
Missouri,2023,45,727370
Missouri,2023,55,777676
Missouri,2023,65,643779
Missouri,2023,75,343388
Missouri,2023,85,145037
Missouri,2024,0,1226703
Missouri,2024,15,797347
Missouri,2024,25,790489
Missouri,2024,35,823430
Missouri,2024,45,731183
Missouri,2024,55,763727
Missouri,2024,65,655877
Missouri,2024,75,356654
Missouri,2024,85,147480
Montana,2013,0,180763
Montana,2013,15,111229
Montana,2013,25,127415
Montana,2013,35,121132
Montana,2013,45,135325
Montana,2013,55,151335
Montana,2013,65,89767
Montana,2013,75,47389
Montana,2013,85,23563
Montana,2014,0,181636
Montana,2014,15,109562
Montana,2014,25,126713
Montana,2014,35,123505
Montana,2014,45,131796
Montana,2014,55,153619
Montana,2014,65,94731
Montana,2014,75,48161
Montana,2014,85,24124
Montana,2015,0,182448
Montana,2015,15,107621
Montana,2015,25,125830
Montana,2015,35,125683
Montana,2015,45,128571
Montana,2015,55,155558
Montana,2015,65,99974
Montana,2015,75,49130
Montana,2015,85,24674
Montana,2016,0,183112
Montana,2016,15,106134
Montana,2016,25,124261
Montana,2016,35,127902
Montana,2016,45,126221
Montana,2016,55,156511
Montana,2016,65,105060
Montana,2016,75,50455
Montana,2016,85,25142
Montana,2017,0,183503
Montana,2017,15,105137
Montana,2017,25,121781
Montana,2017,35,131100
Montana,2017,45,123929
Montana,2017,55,156187
Montana,2017,65,110395
Montana,2017,75,52222
Montana,2017,85,25551
Montana,2018,0,183787
Montana,2018,15,104525
Montana,2018,25,118720
Montana,2018,35,134744
Montana,2018,45,121936
Montana,2018,55,154753
Montana,2018,65,115489
Montana,2018,75,54666
Montana,2018,85,25862
Montana,2019,0,183745
Montana,2019,15,104351
Montana,2019,25,115738
Montana,2019,35,137847
Montana,2019,45,120638
Montana,2019,55,152653
Montana,2019,65,120747
Montana,2019,75,56885
Montana,2019,85,26184
Montana,2020,0,183445
Montana,2020,15,104477
Montana,2020,25,112754
Montana,2020,35,140132
Montana,2020,45,120671
Montana,2020,55,149473
Montana,2020,65,126126
Montana,2020,75,58925
Montana,2020,85,26732
Montana,2021,0,182887
Montana,2021,15,104881
Montana,2021,25,110024
Montana,2021,35,141706
Montana,2021,45,121907
Montana,2021,55,145496
Montana,2021,65,130796
Montana,2021,75,61285
Montana,2021,85,27332
Montana,2022,0,182130
Montana,2022,15,105593
Montana,2022,25,107655
Montana,2022,35,142109
Montana,2022,45,123950
Montana,2022,55,141184
Montana,2022,65,133758
Montana,2022,75,65169
Montana,2022,85,27988
Montana,2023,0,181228
Montana,2023,15,106399
Montana,2023,25,105398
Montana,2023,35,141947
Montana,2023,45,126496
Montana,2023,55,136747
Montana,2023,65,136446
Montana,2023,75,69132
Montana,2023,85,28675
Montana,2024,0,180191
Montana,2024,15,107086
Montana,2024,25,103642
Montana,2024,35,141100
Montana,2024,45,128967
Montana,2024,55,133095
Montana,2024,65,138386
Montana,2024,75,73151
Montana,2024,85,29468
Nebraska,2013,0,379548
Nebraska,2013,15,236542
Nebraska,2013,25,231449
Nebraska,2013,35,216812
Nebraska,2013,45,236343
Nebraska,2013,55,222241
Nebraska,2013,65,132723
Nebraska,2013,75,80154
Nebraska,2013,85,45470
Nebraska,2014,0,381074
Nebraska,2014,15,235467
Nebraska,2014,25,229923
Nebraska,2014,35,217265
Nebraska,2014,45,231316
Nebraska,2014,55,225283
Nebraska,2014,65,138729
Nebraska,2014,75,79832
Nebraska,2014,85,46115
Nebraska,2015,0,382362
Nebraska,2015,15,233883
Nebraska,2015,25,228474
Nebraska,2015,35,217659
Nebraska,2015,45,226286
Nebraska,2015,55,228465
Nebraska,2015,65,144993
Nebraska,2015,75,79795
Nebraska,2015,85,46591
Nebraska,2016,0,382961
Nebraska,2016,15,233350
Nebraska,2016,25,226272
Nebraska,2016,35,218388
Nebraska,2016,45,221945
Nebraska,2016,55,230683
Nebraska,2016,65,151095
Nebraska,2016,75,80075
Nebraska,2016,85,47039
Nebraska,2017,0,383161
Nebraska,2017,15,233485
Nebraska,2017,25,224447
Nebraska,2017,35,219062
Nebraska,2017,45,217442
Nebraska,2017,55,231572
Nebraska,2017,65,157065
Nebraska,2017,75,81237
Nebraska,2017,85,47396
Nebraska,2018,0,382919
Nebraska,2018,15,234549
Nebraska,2018,25,222066
Nebraska,2018,35,220653
Nebraska,2018,45,212678
Nebraska,2018,55,231582
Nebraska,2018,65,162357
Nebraska,2018,75,83346
Nebraska,2018,85,47537
Nebraska,2019,0,382633
Nebraska,2019,15,235819
Nebraska,2019,25,219807
Nebraska,2019,35,221902
Nebraska,2019,45,208738
Nebraska,2019,55,230358
Nebraska,2019,65,167890
Nebraska,2019,75,85499
Nebraska,2019,85,47624
Nebraska,2020,0,382289
Nebraska,2020,15,237026
Nebraska,2020,25,217800
Nebraska,2020,35,222158
Nebraska,2020,45,206782
Nebraska,2020,55,227629
Nebraska,2020,65,174064
Nebraska,2020,75,86965
Nebraska,2020,85,47965
Nebraska,2021,0,381916
Nebraska,2021,15,238540
Nebraska,2021,25,216011
Nebraska,2021,35,222233
Nebraska,2021,45,205994
Nebraska,2021,55,223405
Nebraska,2021,65,179675
Nebraska,2021,75,88923
Nebraska,2021,85,48212
Nebraska,2022,0,381520
Nebraska,2022,15,240348
Nebraska,2022,25,214632
Nebraska,2022,35,221555
Nebraska,2022,45,205939
Nebraska,2022,55,218580
Nebraska,2022,65,182334
Nebraska,2022,75,93534
Nebraska,2022,85,48580
Nebraska,2023,0,381126
Nebraska,2023,15,242150
Nebraska,2023,25,213499
Nebraska,2023,35,220159
Nebraska,2023,45,206622
Nebraska,2023,55,213172
Nebraska,2023,65,184988
Nebraska,2023,75,98335
Nebraska,2023,85,48966
Nebraska,2024,0,380807
Nebraska,2024,15,243438
Nebraska,2024,25,212782
Nebraska,2024,35,218643
Nebraska,2024,45,206918
Nebraska,2024,55,208549
Nebraska,2024,65,187413
Nebraska,2024,75,103062
Nebraska,2024,85,49339
Nevada,2013,0,605421
Nevada,2013,15,369816
Nevada,2013,25,355185
Nevada,2013,35,390735
Nevada,2013,45,428488
Nevada,2013,55,375053
Nevada,2013,65,236469
Nevada,2013,75,107339
Nevada,2013,85,38815
Nevada,2014,0,622308
Nevada,2014,15,376143
Nevada,2014,25,363318
Nevada,2014,35,391856
Nevada,2014,45,437393
Nevada,2014,55,389497
Nevada,2014,65,249834
Nevada,2014,75,111352
Nevada,2014,85,40467
Nevada,2015,0,639863
Nevada,2015,15,381001
Nevada,2015,25,372895
Nevada,2015,35,391290
Nevada,2015,45,446310
Nevada,2015,55,405112
Nevada,2015,65,263643
Nevada,2015,75,115741
Nevada,2015,85,42335
Nevada,2016,0,657136
Nevada,2016,15,386675
Nevada,2016,25,383181
Nevada,2016,35,390890
Nevada,2016,45,454537
Nevada,2016,55,421304
Nevada,2016,65,276881
Nevada,2016,75,120635
Nevada,2016,85,44031
Nevada,2017,0,674465
Nevada,2017,15,392921
Nevada,2017,25,393458
Nevada,2017,35,392743
Nevada,2017,45,460437
Nevada,2017,55,437353
Nevada,2017,65,289865
Nevada,2017,75,126508
Nevada,2017,85,45614
Nevada,2018,0,692379
Nevada,2018,15,399408
Nevada,2018,25,403280
Nevada,2018,35,396392
Nevada,2018,45,464832
Nevada,2018,55,452269
Nevada,2018,65,302711
Nevada,2018,75,133689
Nevada,2018,85,47312
Nevada,2019,0,711052
Nevada,2019,15,405711
Nevada,2019,25,413530
Nevada,2019,35,400436
Nevada,2019,45,467864
Nevada,2019,55,466623
Nevada,2019,65,316981
Nevada,2019,75,140704
Nevada,2019,85,49037
Nevada,2020,0,730000
Nevada,2020,15,412270
Nevada,2020,25,423611
Nevada,2020,35,404460
Nevada,2020,45,471330
Nevada,2020,55,479492
Nevada,2020,65,332573
Nevada,2020,75,147357
Nevada,2020,85,51190
Nevada,2021,0,749140
Nevada,2021,15,419177
Nevada,2021,25,433379
Nevada,2021,35,409672
Nevada,2021,45,475709
Nevada,2021,55,490805
Nevada,2021,65,347430
Nevada,2021,75,154617
Nevada,2021,85,53313
Nevada,2022,0,768445
Nevada,2022,15,427127
Nevada,2022,25,442501
Nevada,2022,35,415603
Nevada,2022,45,480073
Nevada,2022,55,500738
Nevada,2022,65,359819
Nevada,2022,75,165183
Nevada,2022,85,55485
Nevada,2023,0,787717
Nevada,2023,15,436135
Nevada,2023,25,450539
Nevada,2023,35,422917
Nevada,2023,45,483408
Nevada,2023,55,510290
Nevada,2023,65,372960
Nevada,2023,75,175386
Nevada,2023,85,57964
Nevada,2024,0,806851
Nevada,2024,15,445458
Nevada,2024,25,457811
Nevada,2024,35,432125
Nevada,2024,45,485217
Nevada,2024,55,520478
Nevada,2024,65,386571
Nevada,2024,75,185094
Nevada,2024,85,60524
New Hampshire,2013,0,258187
New Hampshire,2013,15,170538
New Hampshire,2013,25,201250
New Hampshire,2013,35,181224
New Hampshire,2013,45,219331
New Hampshire,2013,55,196491
New Hampshire,2013,65,116096
New Hampshire,2013,75,56957
New Hampshire,2013,85,28295
New Hampshire,2014,0,261033
New Hampshire,2014,15,168410
New Hampshire,2014,25,203382
New Hampshire,2014,35,183372
New Hampshire,2014,45,215658
New Hampshire,2014,55,201287
New Hampshire,2014,65,122758
New Hampshire,2014,75,57775
New Hampshire,2014,85,28875
New Hampshire,2015,0,264295
New Hampshire,2015,15,165662
New Hampshire,2015,25,204708
New Hampshire,2015,35,186354
New Hampshire,2015,45,211873
New Hampshire,2015,55,206289
New Hampshire,2015,65,129152
New Hampshire,2015,75,58819
New Hampshire,2015,85,29527
New Hampshire,2016,0,267316
New Hampshire,2016,15,163382
New Hampshire,2016,25,204771
New Hampshire,2016,35,190942
New Hampshire,2016,45,207840
New Hampshire,2016,55,211014
New Hampshire,2016,65,135178
New Hampshire,2016,75,60239
New Hampshire,2016,85,30052
New Hampshire,2017,0,270421
New Hampshire,2017,15,161781
New Hampshire,2017,25,204402
New Hampshire,2017,35,196365
New Hampshire,2017,45,203332
New Hampshire,2017,55,214140
New Hampshire,2017,65,141023
New Hampshire,2017,75,62561
New Hampshire,2017,85,30573
New Hampshire,2018,0,273344
New Hampshire,2018,15,160753
New Hampshire,2018,25,203984
New Hampshire,2018,35,202448
New Hampshire,2018,45,198010
New Hampshire,2018,55,216533
New Hampshire,2018,65,146346
New Hampshire,2018,75,65848
New Hampshire,2018,85,31020
New Hampshire,2019,0,276316
New Hampshire,2019,15,160109
New Hampshire,2019,25,203490
New Hampshire,2019,35,208568
New Hampshire,2019,45,192629
New Hampshire,2019,55,218248
New Hampshire,2019,65,151951
New Hampshire,2019,75,68900
New Hampshire,2019,85,31457
New Hampshire,2020,0,279158
New Hampshire,2020,15,159681
New Hampshire,2020,25,202628
New Hampshire,2020,35,214616
New Hampshire,2020,45,188193
New Hampshire,2020,55,218619
New Hampshire,2020,65,158346
New Hampshire,2020,75,71382
New Hampshire,2020,85,32128
New Hampshire,2021,0,281880
New Hampshire,2021,15,159699
New Hampshire,2021,25,201209
New Hampshire,2021,35,221097
New Hampshire,2021,45,185048
New Hampshire,2021,55,217355
New Hampshire,2021,65,164040
