state,year,age,pop
Georgia,2019,75,381091
Georgia,2019,85,150930
Georgia,2020,0,2373211
Georgia,2020,15,1514557
Georgia,2020,25,1475908
Georgia,2020,35,1414348
Georgia,2020,45,1389292
Georgia,2020,55,1266514
Georgia,2020,65,859797
Georgia,2020,75,394879
Georgia,2020,85,155247
Georgia,2021,0,2398237
Georgia,2021,15,1536190
Georgia,2021,25,1485638
Georgia,2021,35,1421842
Georgia,2021,45,1386768
Georgia,2021,55,1277378
Georgia,2021,65,887170
Georgia,2021,75,411115
Georgia,2021,85,159287
Georgia,2022,0,2424005
Georgia,2022,15,1559237
Georgia,2022,25,1494255
Georgia,2022,35,1428382
Georgia,2022,45,1388595
Georgia,2022,55,1281908
Georgia,2022,65,904503
Georgia,2022,75,438982
Georgia,2022,85,163298
Georgia,2023,0,2450273
Georgia,2023,15,1582391
Georgia,2023,25,1500742
Georgia,2023,35,1434999
Georgia,2023,45,1392673
Georgia,2023,55,1284473
Georgia,2023,65,922865
Georgia,2023,75,465814
Georgia,2023,85,168045
Georgia,2024,0,2476930
Georgia,2024,15,1603671
Georgia,2024,25,1506645
Georgia,2024,35,1441432
Georgia,2024,45,1395632
Georgia,2024,55,1289846
Georgia,2024,65,943351
Georgia,2024,75,489879
Georgia,2024,85,173403
Hawaii,2013,0,277802
Hawaii,2013,15,185055
Hawaii,2013,25,185119
Hawaii,2013,35,157472
Hawaii,2013,45,175094
Hawaii,2013,55,179115
Hawaii,2013,65,118117
Hawaii,2013,75,62111
Hawaii,2013,85,30586
Hawaii,2014,0,281713
Hawaii,2014,15,181702
Hawaii,2014,25,188216
Hawaii,2014,35,156872
Hawaii,2014,45,171488
Hawaii,2014,55,180507
Hawaii,2014,65,124306
Hawaii,2014,75,62581
Hawaii,2014,85,31346
Hawaii,2015,0,284940
Hawaii,2015,15,177966
Hawaii,2015,25,191717
Hawaii,2015,35,154896
Hawaii,2015,45,168582
Hawaii,2015,55,181662
Hawaii,2015,65,130662
Hawaii,2015,75,63420
Hawaii,2015,85,32107
Hawaii,2016,0,285739
Hawaii,2016,15,176310
Hawaii,2016,25,195278
Hawaii,2016,35,152988
Hawaii,2016,45,165702
Hawaii,2016,55,182362
Hawaii,2016,65,136297
Hawaii,2016,75,64573
Hawaii,2016,85,32706
Hawaii,2017,0,286145
Hawaii,2017,15,175536
Hawaii,2017,25,197728
Hawaii,2017,35,152331
Hawaii,2017,45,161897
Hawaii,2017,55,182475
Hawaii,2017,65,141505
Hawaii,2017,75,66525
Hawaii,2017,85,33116
Hawaii,2018,0,285644
Hawaii,2018,15,176200
Hawaii,2018,25,198287
Hawaii,2018,35,153761
Hawaii,2018,45,157646
Hawaii,2018,55,181964
Hawaii,2018,65,145908
Hawaii,2018,75,69426
Hawaii,2018,85,33567
Hawaii,2019,0,284485
Hawaii,2019,15,178043
Hawaii,2019,25,197909
Hawaii,2019,35,156012
Hawaii,2019,45,153581
Hawaii,2019,55,180820
Hawaii,2019,65,149470
Hawaii,2019,75,73215
Hawaii,2019,85,33936
Hawaii,2020,0,283202
Hawaii,2020,15,180794
Hawaii,2020,25,196616
Hawaii,2020,35,158092
Hawaii,2020,45,150282
Hawaii,2020,55,178860
Hawaii,2020,65,153035
Hawaii,2020,75,77044
Hawaii,2020,85,34448
Hawaii,2021,0,281799
Hawaii,2021,15,184214
Hawaii,2021,25,194344
Hawaii,2021,35,160901
Hawaii,2021,45,148248
Hawaii,2021,55,175756
Hawaii,2021,65,156162
Hawaii,2021,75,80947
Hawaii,2021,85,34914
Hawaii,2022,0,280410
Hawaii,2022,15,188551
Hawaii,2022,25,191155
Hawaii,2022,35,163821
Hawaii,2022,45,147029
Hawaii,2022,55,172032
Hawaii,2022,65,158064
Hawaii,2022,75,85865
Hawaii,2022,85,35502
Hawaii,2023,0,279009
Hawaii,2023,15,193143
Hawaii,2023,25,187782
Hawaii,2023,35,166686
Hawaii,2023,45,146182
Hawaii,2023,55,168326
Hawaii,2023,65,159317
Hawaii,2023,75,90890
Hawaii,2023,85,36361
Hawaii,2024,0,277578
Hawaii,2024,15,197745
Hawaii,2024,25,184616
Hawaii,2024,35,169296
Hawaii,2024,45,145537
Hawaii,2024,55,164815
Hawaii,2024,65,160438
Hawaii,2024,75,95862
Hawaii,2024,85,37223
Idaho,2013,0,354122
Idaho,2013,15,198935
Idaho,2013,25,229504
Idaho,2013,35,207069
Idaho,2013,45,199545
Idaho,2013,55,192647
Idaho,2013,65,116548
Idaho,2013,75,58543
Idaho,2013,85,28085
Idaho,2014,0,358481
Idaho,2014,15,199758
Idaho,2014,25,229284
Idaho,2014,35,212973
Idaho,2014,45,198757
Idaho,2014,55,196943
Idaho,2014,65,122629
Idaho,2014,75,60085
Idaho,2014,85,28649
Idaho,2015,0,362416
Idaho,2015,15,200600
Idaho,2015,25,228478
Idaho,2015,35,218916
Idaho,2015,45,198242
Idaho,2015,55,201280
Idaho,2015,65,129033
Idaho,2015,75,61798
Idaho,2015,85,29282
Idaho,2016,0,365829
Idaho,2016,15,202083
Idaho,2016,25,225843
Idaho,2016,35,226379
Idaho,2016,45,198453
Idaho,2016,55,204966
Idaho,2016,65,135324
Idaho,2016,75,63808
Idaho,2016,85,29804
Idaho,2017,0,369154
Idaho,2017,15,204037
Idaho,2017,25,222525
Idaho,2017,35,234783
Idaho,2017,45,198343
Idaho,2017,55,207455
Idaho,2017,65,141883
Idaho,2017,75,66313
Idaho,2017,85,30372
Idaho,2018,0,372829
Idaho,2018,15,205885
Idaho,2018,25,219922
Idaho,2018,35,242388
Idaho,2018,45,198638
Idaho,2018,55,208831
Idaho,2018,65,148100
Idaho,2018,75,69656
Idaho,2018,85,30854
Idaho,2019,0,376112
Idaho,2019,15,208533
Idaho,2019,25,217790
Idaho,2019,35,248843
Idaho,2019,45,200025
Idaho,2019,55,209066
Idaho,2019,65,154462
Idaho,2019,75,72980
Idaho,2019,85,31428
Idaho,2020,0,379006
Idaho,2020,15,211622
Idaho,2020,25,216357
Idaho,2020,35,253794
Idaho,2020,45,202814
Idaho,2020,55,208301
Idaho,2020,65,161293
Idaho,2020,75,75912
Idaho,2020,85,32234
Idaho,2021,0,381646
Idaho,2021,15,214781
Idaho,2021,25,216130
Idaho,2021,35,257219
Idaho,2021,45,207177
Idaho,2021,55,206879
Idaho,2021,65,167443
Idaho,2021,75,79208
Idaho,2021,85,32975
Idaho,2022,0,384073
Idaho,2022,15,218301
Idaho,2022,25,216553
Idaho,2022,35,258548
Idaho,2022,45,213250
Idaho,2022,55,204865
Idaho,2022,65,171746
Idaho,2022,75,84403
Idaho,2022,85,33828
Idaho,2023,0,386405
Idaho,2023,15,222102
Idaho,2023,25,217077
Idaho,2023,35,259085
Idaho,2023,45,220030
Idaho,2023,55,202968
Idaho,2023,65,175566
Idaho,2023,75,89752
Idaho,2023,85,34813
Idaho,2024,0,388648
Idaho,2024,15,225517
Idaho,2024,25,218147
Idaho,2024,35,259080
Idaho,2024,45,226639
Idaho,2024,55,202092
Idaho,2024,65,179301
Idaho,2024,75,94670
Idaho,2024,85,36002
Illinois,2013,0,2697005
Illinois,2013,15,1769813
Illinois,2013,25,1840316
Illinois,2013,35,1724488
Illinois,2013,45,1794994
Illinois,2013,55,1501735
Illinois,2013,65,914393
Illinois,2013,75,512893
Illinois,2013,85,273177
Illinois,2014,0,2710523
Illinois,2014,15,1753130
Illinois,2014,25,1846780
Illinois,2014,35,1717158
Illinois,2014,45,1773575
Illinois,2014,55,1525849
Illinois,2014,65,944854
Illinois,2014,75,515646
Illinois,2014,85,276337
Illinois,2015,0,2722606
Illinois,2015,15,1733452
Illinois,2015,25,1847013
Illinois,2015,35,1709457
Illinois,2015,45,1756375
Illinois,2015,55,1550828
Illinois,2015,65,978873
Illinois,2015,75,518467
Illinois,2015,85,280147
Illinois,2016,0,2727020
Illinois,2016,15,1722345
Illinois,2016,25,1844554
Illinois,2016,35,1707216
Illinois,2016,45,1741107
Illinois,2016,55,1570993
Illinois,2016,65,1009137
Illinois,2016,75,523927
Illinois,2016,85,282625
Illinois,2017,0,2731220
Illinois,2017,15,1714119
Illinois,2017,25,1840842
Illinois,2017,35,1711242
Illinois,2017,45,1721177
Illinois,2017,55,1584506
Illinois,2017,65,1035331
Illinois,2017,75,536525
Illinois,2017,85,283702
Illinois,2018,0,2735630
Illinois,2018,15,1706738
Illinois,2018,25,1836036
Illinois,2018,35,1722396
Illinois,2018,45,1696274
Illinois,2018,55,1592551
Illinois,2018,65,1058126
Illinois,2018,75,554369
Illinois,2018,85,284484
Illinois,2019,0,2739500
Illinois,2019,15,1701416
Illinois,2019,25,1833245
Illinois,2019,35,1733762
Illinois,2019,45,1667363
Illinois,2019,55,1597525
Illinois,2019,65,1086455
Illinois,2019,75,568080
Illinois,2019,85,285287
Illinois,2020,0,2742532
Illinois,2020,15,1698125
Illinois,2020,25,1828793
Illinois,2020,35,1740743
Illinois,2020,45,1644064
Illinois,2020,55,1593699
Illinois,2020,65,1124072
Illinois,2020,75,576279
Illinois,2020,85,288413
Illinois,2021,0,2744668
Illinois,2021,15,1698695
Illinois,2021,25,1822482
Illinois,2021,35,1749145
Illinois,2021,45,1629712
Illinois,2021,55,1580198
Illinois,2021,65,1154727
Illinois,2021,75,588200
Illinois,2021,85,291478
Illinois,2022,0,2745952
Illinois,2022,15,1705209
Illinois,2022,25,1813525
Illinois,2022,35,1754650
Illinois,2022,45,1620115
Illinois,2022,55,1560149
Illinois,2022,65,1169082
Illinois,2022,75,617827
Illinois,2022,85,294489
Illinois,2023,0,2746165
Illinois,2023,15,1714258
Illinois,2023,25,1800176
Illinois,2023,35,1761930
Illinois,2023,45,1612156
Illinois,2023,55,1537226
Illinois,2023,65,1186484
Illinois,2023,75,644323
Illinois,2023,85,299002
Illinois,2024,0,2745391
Illinois,2024,15,1724399
Illinois,2024,25,1784591
Illinois,2024,35,1767398
Illinois,2024,45,1604955
Illinois,2024,55,1518900
Illinois,2024,65,1204933
Illinois,2024,75,667242
Illinois,2024,85,303763
Indiana,2013,0,1334775
Indiana,2013,15,897694
Indiana,2013,25,864518
Indiana,2013,35,843990
Indiana,2013,45,888086
Indiana,2013,55,774923
Indiana,2013,65,473684
Indiana,2013,75,259994
Indiana,2013,85,131602
Indiana,2014,0,1338546
Indiana,2014,15,896999
Indiana,2014,25,860754
Indiana,2014,35,849857
Indiana,2014,45,876605
Indiana,2014,55,785485
Indiana,2014,65,490763
Indiana,2014,75,261437
Indiana,2014,85,133334
Indiana,2015,0,1341623
Indiana,2015,15,894397
Indiana,2015,25,855739
Indiana,2015,35,855021
Indiana,2015,45,867398
Indiana,2015,55,797092
Indiana,2015,65,508155
Indiana,2015,75,263193
Indiana,2015,85,135013
Indiana,2016,0,1343225
Indiana,2016,15,893695
Indiana,2016,25,851560
Indiana,2016,35,858732
Indiana,2016,45,860408
Indiana,2016,55,807270
Indiana,2016,65,523302
Indiana,2016,75,266568
Indiana,2016,85,136156
Indiana,2017,0,1347261
Indiana,2017,15,891817
Indiana,2017,25,851707
Indiana,2017,35,861455
Indiana,2017,45,850597
Indiana,2017,55,812751
Indiana,2017,65,538310
Indiana,2017,75,272834
Indiana,2017,85,136762
Indiana,2018,0,1352130
Indiana,2018,15,890239
Indiana,2018,25,853550
Indiana,2018,35,864548
Indiana,2018,45,838607
Indiana,2018,55,815617
Indiana,2018,65,551576
Indiana,2018,75,281880
Indiana,2018,85,137239
Indiana,2019,0,1357253
Indiana,2019,15,889920
Indiana,2019,25,855875
Indiana,2019,35,867311
Indiana,2019,45,824538
Indiana,2019,55,817106
Indiana,2019,65,567820
Indiana,2019,75,289337
Indiana,2019,85,137394
Indiana,2020,0,1362514
Indiana,2020,15,890188
Indiana,2020,25,856886
Indiana,2020,35,869436
Indiana,2020,45,813998
Indiana,2020,55,814279
Indiana,2020,65,586474
Indiana,2020,75,294632
Indiana,2020,85,138601
Indiana,2021,0,1367907
Indiana,2021,15,890292
Indiana,2021,25,858568
Indiana,2021,35,871976
Indiana,2021,45,808437
Indiana,2021,55,805988
Indiana,2021,65,602686
Indiana,2021,75,301288
Indiana,2021,85,139709
Indiana,2022,0,1373334
Indiana,2022,15,892122
Indiana,2022,25,859593
Indiana,2022,35,871080
Indiana,2022,45,807667
Indiana,2022,55,793989
Indiana,2022,65,610071
Indiana,2022,75,317488
Indiana,2022,85,140856
Indiana,2023,0,1378729
Indiana,2023,15,893645
Indiana,2023,25,859877
Indiana,2023,35,867608
Indiana,2023,45,811636
Indiana,2023,55,780107
Indiana,2023,65,618782
Indiana,2023,75,331810
Indiana,2023,85,142900
Indiana,2024,0,1384146
Indiana,2024,15,894501
Indiana,2024,25,859322
Indiana,2024,35,862600
Indiana,2024,45,817064
Indiana,2024,55,769365
Indiana,2024,65,626678
Indiana,2024,75,344611
Indiana,2024,85,145192
Iowa,2013,0,588954
Iowa,2013,15,391360
Iowa,2013,25,392752
Iowa,2013,35,376995
Iowa,2013,45,409008
Iowa,2013,55,388931
Iowa,2013,65,240022
Iowa,2013,75,145377
Iowa,2013,85,88923
Iowa,2014,0,588333
Iowa,2014,15,388726
Iowa,2014,25,386843
Iowa,2014,35,381202
Iowa,2014,45,401638
Iowa,2014,55,394121
Iowa,2014,65,248933
Iowa,2014,75,145404
Iowa,2014,85,89570
Iowa,2015,0,587253
Iowa,2015,15,385329
Iowa,2015,25,379554
Iowa,2015,35,386076
Iowa,2015,45,394354
Iowa,2015,55,399249
Iowa,2015,65,258649
Iowa,2015,75,145698
Iowa,2015,85,90218
Iowa,2016,0,585959
Iowa,2016,15,381955
Iowa,2016,25,372567
Iowa,2016,35,390387
Iowa,2016,45,387911
Iowa,2016,55,402550
Iowa,2016,65,268389
Iowa,2016,75,146625
Iowa,2016,85,90715
Iowa,2017,0,584894
Iowa,2017,15,378701
Iowa,2017,25,367051
Iowa,2017,35,394476
Iowa,2017,45,380392
Iowa,2017,55,403105
Iowa,2017,65,278603
Iowa,2017,75,148665
Iowa,2017,85,90944
Iowa,2018,0,583380
Iowa,2018,15,376082
Iowa,2018,25,362813
Iowa,2018,35,398383
Iowa,2018,45,372074
Iowa,2018,55,402403
Iowa,2018,65,287374
Iowa,2018,75,152153
Iowa,2018,85,90969
Iowa,2019,0,581565
Iowa,2019,15,374287
Iowa,2019,25,358787
Iowa,2019,35,400910
Iowa,2019,45,364549
Iowa,2019,55,400322
Iowa,2019,65,296822
Iowa,2019,75,155470
Iowa,2019,85,90795
Iowa,2020,0,579337
Iowa,2020,15,372940
Iowa,2020,25,354608
Iowa,2020,35,401069
Iowa,2020,45,360378
Iowa,2020,55,395624
Iowa,2020,65,307684
Iowa,2020,75,157548
Iowa,2020,85,91308
Iowa,2021,0,576733
Iowa,2021,15,371848
Iowa,2021,25,351114
Iowa,2021,35,400208
Iowa,2021,45,358397
Iowa,2021,55,388911
Iowa,2021,65,316911
Iowa,2021,75,160564
Iowa,2021,85,91892
Iowa,2022,0,573810
Iowa,2022,15,370978
Iowa,2022,25,348565
Iowa,2022,35,396705
Iowa,2022,45,358863
Iowa,2022,55,380793
Iowa,2022,65,321182
Iowa,2022,75,168531
Iowa,2022,85,92450
Iowa,2023,0,570646
Iowa,2023,15,370124
Iowa,2023,25,345672
Iowa,2023,35,390979
Iowa,2023,45,362058
Iowa,2023,55,372189
Iowa,2023,65,325371
Iowa,2023,75,176313
Iowa,2023,85,93068
Iowa,2024,0,567272
Iowa,2024,15,368896
Iowa,2024,25,342421
Iowa,2024,35,384209
Iowa,2024,45,365643
Iowa,2024,55,365187
Iowa,2024,65,329437
Iowa,2024,75,183216
Iowa,2024,85,93928
Kansas,2013,0,589855
Kansas,2013,15,383070
Kansas,2013,25,383325
Kansas,2013,35,353095
Kansas,2013,45,379363
Kansas,2013,55,345838
Kansas,2013,65,208033
Kansas,2013,75,122559
Kansas,2013,85,69506
Kansas,2014,0,591632
Kansas,2014,15,380725
Kansas,2014,25,382366
Kansas,2014,35,355754
Kansas,2014,45,372144
Kansas,2014,55,351669
Kansas,2014,65,216404
Kansas,2014,75,122957
Kansas,2014,85,70205
Kansas,2015,0,593049
Kansas,2015,15,378065
Kansas,2015,25,379935
Kansas,2015,35,358367
Kansas,2015,45,365967
Kansas,2015,55,357559
Kansas,2015,65,225252
Kansas,2015,75,123545
Kansas,2015,85,70951
Kansas,2016,0,594137
Kansas,2016,15,376597
Kansas,2016,25,376711
Kansas,2016,35,361326
Kansas,2016,45,359909
Kansas,2016,55,362317
Kansas,2016,65,233885
Kansas,2016,75,124667
Kansas,2016,85,71571
Kansas,2017,0,595425
Kansas,2017,15,375165
Kansas,2017,25,374494
Kansas,2017,35,364730
Kansas,2017,45,352912
Kansas,2017,55,364823
Kansas,2017,65,242663
Kansas,2017,75,126946
Kansas,2017,85,72021
Kansas,2018,0,596174
Kansas,2018,15,374815
Kansas,2018,25,371915
Kansas,2018,35,368735
Kansas,2018,45,345766
Kansas,2018,55,365609
Kansas,2018,65,250729
Kansas,2018,75,130616
Kansas,2018,85,72369
Kansas,2019,0,596647
Kansas,2019,15,375188
Kansas,2019,25,369032
Kansas,2019,35,372820
Kansas,2019,45,339214
Kansas,2019,55,364571
Kansas,2019,65,259604
Kansas,2019,75,134146
Kansas,2019,85,72630
Kansas,2020,0,596778
Kansas,2020,15,375780
Kansas,2020,25,365925
Kansas,2020,35,375419
Kansas,2020,45,336054
Kansas,2020,55,360691
Kansas,2020,65,269962
Kansas,2020,75,136748
Kansas,2020,85,73209
Kansas,2021,0,596643
Kansas,2021,15,376748
Kansas,2021,25,362969
Kansas,2021,35,377558
Kansas,2021,45,335620
Kansas,2021,55,354309
Kansas,2021,65,279117
Kansas,2021,75,140261
Kansas,2021,85,73676
Kansas,2022,0,596276
Kansas,2022,15,378637
Kansas,2022,25,359862
Kansas,2022,35,378174
Kansas,2022,45,337647
Kansas,2022,55,345894
Kansas,2022,65,284054
Kansas,2022,75,148186
Kansas,2022,85,74157
Kansas,2023,0,595658
Kansas,2023,15,380350
Kansas,2023,25,357511
Kansas,2023,35,377857
Kansas,2023,45,340438
Kansas,2023,55,337278
Kansas,2023,65,288859
Kansas,2023,75,155647
Kansas,2023,85,74989
Kansas,2024,0,594872
Kansas,2024,15,381520
Kansas,2024,25,355361
Kansas,2024,35,376816
Kansas,2024,45,342813
Kansas,2024,55,330750
Kansas,2024,65,293527
Kansas,2024,75,162309
Kansas,2024,85,75985
Kentucky,2013,0,837715
Kentucky,2013,15,567670
Kentucky,2013,25,566582
Kentucky,2013,35,566696
Kentucky,2013,45,615010
Kentucky,2013,55,561707
Kentucky,2013,65,348197
Kentucky,2013,75,177466
Kentucky,2013,85,77308
Kentucky,2014,0,838166
Kentucky,2014,15,566861
Kentucky,2014,25,564736
Kentucky,2014,35,567541
Kentucky,2014,45,608068
Kentucky,2014,55,569700
Kentucky,2014,65,361926
Kentucky,2014,75,179827
Kentucky,2014,85,78206
Kentucky,2015,0,837874
Kentucky,2015,15,565217
Kentucky,2015,25,562299
Kentucky,2015,35,567920
Kentucky,2015,45,602244
Kentucky,2015,55,578283
Kentucky,2015,65,375819
Kentucky,2015,75,182211
Kentucky,2015,85,79321
Kentucky,2016,0,836369
Kentucky,2016,15,564871
Kentucky,2016,25,560723
Kentucky,2016,35,566474
Kentucky,2016,45,598411
Kentucky,2016,55,585826
Kentucky,2016,65,388453
Kentucky,2016,75,185627
Kentucky,2016,85,80057
Kentucky,2017,0,835652
Kentucky,2017,15,564486
Kentucky,2017,25,561131
Kentucky,2017,35,565199
Kentucky,2017,45,592385
Kentucky,2017,55,591056
Kentucky,2017,65,400908
Kentucky,2017,75,190409
Kentucky,2017,85,80681
Kentucky,2018,0,833892
Kentucky,2018,15,566329
Kentucky,2018,25,560542
Kentucky,2018,35,567039
Kentucky,2018,45,583376
Kentucky,2018,55,595212
Kentucky,2018,65,412182
Kentucky,2018,75,196597
Kentucky,2018,85,81371
Kentucky,2019,0,832657
Kentucky,2019,15,568688
Kentucky,2019,25,560376
Kentucky,2019,35,568446
Kentucky,2019,45,573296
Kentucky,2019,55,598013
Kentucky,2019,65,425256
Kentucky,2019,75,201905
Kentucky,2019,85,82065
Kentucky,2020,0,831915
Kentucky,2020,15,570832
Kentucky,2020,25,560328
Kentucky,2020,35,568574
Kentucky,2020,45,565304
Kentucky,2020,55,597737
Kentucky,2020,65,440207
Kentucky,2020,75,206271
Kentucky,2020,85,83263
Kentucky,2021,0,831714
Kentucky,2021,15,573279
Kentucky,2021,25,559756
Kentucky,2021,35,569177
Kentucky,2021,45,561019
Kentucky,2021,55,593753
Kentucky,2021,65,452791
Kentucky,2021,75,211961
Kentucky,2021,85,84392
Kentucky,2022,0,832172
Kentucky,2022,15,575980
Kentucky,2022,25,559350
Kentucky,2022,35,567919
Kentucky,2022,45,560142
Kentucky,2022,55,586455
Kentucky,2022,65,459444
Kentucky,2022,75,224233
Kentucky,2022,85,85384
Kentucky,2023,0,833213
Kentucky,2023,15,577933
Kentucky,2023,25,559318
Kentucky,2023,35,565744
Kentucky,2023,45,560812
Kentucky,2023,55,578006
Kentucky,2023,65,466716
Kentucky,2023,75,235242
Kentucky,2023,85,87113
Kentucky,2024,0,834844
Kentucky,2024,15,578740
Kentucky,2024,25,559127
Kentucky,2024,35,563703
Kentucky,2024,45,561600
Kentucky,2024,55,571354
Kentucky,2024,65,473389
Kentucky,2024,75,245143
Kentucky,2024,85,89027
Louisiana,2013,0,987961
Louisiana,2013,15,634590
Louisiana,2013,25,639465
Louisiana,2013,35,564122
Louisiana,2013,45,623339
Louisiana,2013,55,573461
Louisiana,2013,65,350606
Louisiana,2013,75,188085
Louisiana,2013,85,89653
Louisiana,2014,0,989987
Louisiana,2014,15,627813
Louisiana,2014,25,638574
Louisiana,2014,35,566778
Louisiana,2014,45,611465
Louisiana,2014,55,582846
Louisiana,2014,65,364125
Louisiana,2014,75,189797
Louisiana,2014,85,91465
Louisiana,2015,0,990537
Louisiana,2015,15,621749
Louisiana,2015,25,635049
Louisiana,2015,35,570679
Louisiana,2015,45,600141
Louisiana,2015,55,591778
Louisiana,2015,65,378568
Louisiana,2015,75,192068
Louisiana,2015,85,93152
Louisiana,2016,0,988652
Louisiana,2016,15,618255
Louisiana,2016,25,630177
Louisiana,2016,35,575999
Louisiana,2016,45,590716
Louisiana,2016,55,598271
Louisiana,2016,65,392259
Louisiana,2016,75,195027
Louisiana,2016,85,94529
Louisiana,2017,0,986645
Louisiana,2017,15,615793
Louisiana,2017,25,624901
Louisiana,2017,35,583118
Louisiana,2017,45,579969
Louisiana,2017,55,602316
Louisiana,2017,65,405314
Louisiana,2017,75,199572
Louisiana,2017,85,95785
Louisiana,2018,0,981360
Louisiana,2018,15,617392
Louisiana,2018,25,619632
Louisiana,2018,35,592172
Louisiana,2018,45,567447
Louisiana,2018,55,604084
Louisiana,2018,65,417597
Louisiana,2018,75,205830
Louisiana,2018,85,96865
Louisiana,2019,0,976180
Louisiana,2019,15,620686
Louisiana,2019,25,613291
Louisiana,2019,35,601342
Louisiana,2019,45,554910
Louisiana,2019,55,603543
Louisiana,2019,65,431380
Louisiana,2019,75,211988
Louisiana,2019,85,97637
Louisiana,2020,0,971219
Louisiana,2020,15,625285
Louisiana,2020,25,605765
Louisiana,2020,35,608599
Louisiana,2020,45,545753
Louisiana,2020,55,599071
Louisiana,2020,65,447307
Louisiana,2020,75,217086
Louisiana,2020,85,99075
Louisiana,2021,0,966667
Louisiana,2021,15,630693
Louisiana,2021,25,598207
Louisiana,2021,35,614278
Louisiana,2021,45,541507
Louisiana,2021,55,591269
Louisiana,2021,65,461355
Louisiana,2021,75,223044
Louisiana,2021,85,100324
Louisiana,2022,0,962655
Louisiana,2022,15,636565
Louisiana,2022,25,592078
Louisiana,2022,35,616446
Louisiana,2022,45,541057
Louisiana,2022,55,580822
Louisiana,2022,65,469213
Louisiana,2022,75,235064
Louisiana,2022,85,101756
Louisiana,2023,0,959282
Louisiana,2023,15,641697
Louisiana,2023,25,587251
Louisiana,2023,35,616913
Louisiana,2023,45,542549
Louisiana,2023,55,569482
Louisiana,2023,65,477029
Louisiana,2023,75,246296
Louisiana,2023,85,103817
Louisiana,2024,0,956650
Louisiana,2024,15,646120
Louisiana,2024,25,582022
Louisiana,2024,35,616629
Louisiana,2024,45,545447
Louisiana,2024,55,558823
Louisiana,2024,65,485072
Louisiana,2024,75,256472
Louisiana,2024,85,105959
Maine,2013,0,224585
Maine,2013,15,149509
Maine,2013,25,183440
Maine,2013,35,169441
Maine,2013,45,209823
Maine,2013,55,206652
Maine,2013,65,128459
Maine,2013,75,70036
Maine,2013,85,35443
Maine,2014,0,225135
Maine,2014,15,146281
Maine,2014,25,184207
Maine,2014,35,170240
Maine,2014,45,205717
Maine,2014,55,209921
Maine,2014,65,135203
Maine,2014,75,70463
Maine,2014,85,36200
Maine,2015,0,225738
Maine,2015,15,142633
Maine,2015,25,184379
Maine,2015,35,171052
Maine,2015,45,201996
Maine,2015,55,212885
Maine,2015,65,142270
Maine,2015,75,71014
Maine,2015,85,36911
Maine,2016,0,226070
Maine,2016,15,139611
Maine,2016,25,182856
Maine,2016,35,173377
Maine,2016,45,198121
Maine,2016,55,215574
Maine,2016,65,148748
Maine,2016,75,71974
Maine,2016,85,37618
Maine,2017,0,226383
Maine,2017,15,136855
Maine,2017,25,180226
Maine,2017,35,177306
Maine,2017,45,193544
Maine,2017,55,217265
Maine,2017,65,154676
Maine,2017,75,73928
Maine,2017,85,38307
Maine,2018,0,226931
Maine,2018,15,134338
Maine,2018,25,176715
Maine,2018,35,182233
Maine,2018,45,188484
Maine,2018,55,217994
Maine,2018,65,160003
Maine,2018,75,76996
Maine,2018,85,38771
Maine,2019,0,227065
Maine,2019,15,132681
Maine,2019,25,172789
Maine,2019,35,187200
Maine,2019,45,183433
Maine,2019,55,217793
Maine,2019,65,165633
Maine,2019,75,80068
Maine,2019,85,39177
Maine,2020,0,226864
Maine,2020,15,131496
Maine,2020,25,168656
Maine,2020,35,191803
Maine,2020,45,179139
Maine,2020,55,216717
Maine,2020,65,171612
Maine,2020,75,82600
Maine,2020,85,39778
Maine,2021,0,226326
Maine,2021,15,130641
Maine,2021,25,164637
Maine,2021,35,196011
Maine,2021,45,176076
Maine,2021,55,214262
Maine,2021,65,176989
Maine,2021,75,85632
Maine,2021,85,40364
Maine,2022,0,225439
Maine,2022,15,130175
Maine,2022,25,160679
Maine,2022,35,199181
Maine,2022,45,174113
Maine,2022,55,210840
Maine,2022,65,179681
Maine,2022,75,91513
Maine,2022,85,40984
Maine,2023,0,224253
Maine,2023,15,129976
Maine,2023,25,156642
Maine,2023,35,201104
Maine,2023,45,173675
Maine,2023,55,206644
Maine,2023,65,182458
Maine,2023,75,97263
Maine,2023,85,41722
Maine,2024,0,222775
Maine,2024,15,129817
Maine,2024,25,152899
Maine,2024,35,201734
Maine,2024,45,174468
Maine,2024,55,202414
Maine,2024,65,185219
Maine,2024,75,102565
Maine,2024,85,42454
Maryland,2013,0,1226045
Maryland,2013,15,824900
Maryland,2013,25,892217
Maryland,2013,35,763390
Maryland,2013,45,882250
Maryland,2013,55,709885
Maryland,2013,65,442802
Maryland,2013,75,231695
Maryland,2013,85,114307
Maryland,2014,0,1245615
Maryland,2014,15,817127
Maryland,2014,25,915251
Maryland,2014,35,761357
Maryland,2014,45,872617
Maryland,2014,55,723209
Maryland,2014,65,460900
Maryland,2014,75,235246
Maryland,2014,85,116809
Maryland,2015,0,1265240
Maryland,2015,15,807304
Maryland,2015,25,935432
Maryland,2015,35,762005
Maryland,2015,45,862854
Maryland,2015,55,738433
Maryland,2015,65,478286
Maryland,2015,75,239497
Maryland,2015,85,119341
Maryland,2016,0,1281490
Maryland,2016,15,802336
Maryland,2016,25,951540
