state,age,dx,bsn,exc,exposure,exc_r,bsn_r,mx
Delaware,55,4783,4252.540973006808,530.4590269931925,472550.83846680354,112.25438276953919,899.9118458458828,1012.1662286154219
Delaware,65,7867,6491.218636036546,1375.781363963454,362584.7399041752,379.4371942754813,1790.2625018780607,2169.699696153542
Delaware,75,9799,7960.794564938731,1838.2054350612684,178716.88432580425,1028.55723005454,4454.416601414141,5482.973831468681
Delaware,85,10285,9850.418364018271,434.5816359817278,71670.2970568104,606.3622641849117,13744.07358212874,14350.435846313654
District of Columbia,0,632,311.0443496794631,320.95565032053696,304156.9767282683,105.52302754089921,102.26441393035935,207.78744147125855
District of Columbia,15,442,315.04921255087254,126.95078744912749,228982.54893908283,55.44125001547639,137.58656020319103,193.02781021866738
District of Columbia,25,849,596.72456784,252.27543216000004,293239.5667351129,86.03048864407977,203.4938785661994,289.5243672102792
District of Columbia,35,1188,804.9774371532885,383.0225628467115,218939.30390143738,174.9446335223307,367.67150658142003,542.6161401037507
District of Columbia,45,1785,1636.653960115973,148.34603988402696,176618.17659137578,83.9925101408111,926.6622449072947,1010.6547550481059
District of Columbia,55,4161,3514.93464680698,646.0653531930202,146155.37577002053,442.0400890416933,2404.9301151521277,2846.9702041938212
District of Columbia,65,5293,3874.0373509433557,1418.9626490566443,112824.72963723476,1257.6698863972763,3433.6774955273936,4691.34738192467
District of Columbia,75,4379,3749.8866019296643,629.1133980703358,60580.367556468176,1038.4773540436622,6189.937026107211,7228.4143801508735
District of Columbia,85,4276,5087.510800980403,-811.5108009804022,29070.579055441478,-2791.5192175317275,17500.548548681607,14709.029331149877
Florida,0,6454.255154459657,6816.278650138836,-362.0234956791786,13885331.46954141,-2.6072369714277706,49.0897798521475,46.482542880719734
Florida,15,7454.280400882792,6806.715298823314,647.565102059478,8580241.648870636,7.547166251951809,79.33011187067487,86.87727812262668
Florida,25,17337.645776072703,14478.913891701433,2858.731884371271,9074389.219712526,31.503298074995236,159.55799934444647,191.0612974194417
Florida,35,25938.99877091741,19313.187981698182,6625.810789219229,8971318.37303217,73.85548604691648,215.27703263495505,289.13251868187155
Florida,45,43543.64016310981,39806.25443194898,3737.385731160838,9152513.84257358,40.834526944675225,434.92154304959706,475.7560699942722
Florida,55,101706.81988361731,92463.26219413165,9243.557689485662,12123065.31211499,76.24769356186064,762.7053044227187,838.9529979845794
Florida,65,162377.09883451404,139082.20901947614,23294.889815037888,10573228.61670089,220.31955100490842,1315.4185354489503,1535.7380864538586
Florida,75,213075.0299201266,181452.63702289967,31622.39289722695,5163379.9500342235,612.4359083243013,3514.2220556846096,4126.657964008911
Florida,85,246163.23109629966,236204.0187231818,9959.212373117873,2276993.598220397,437.38429396119415,10373.503856479396,10810.888150440589
Georgia,0,3993.0126081582202,4513.1595079427025,-520.146899784482,7985937.482546201,-6.51328539600138,56.513834697635865,50.00054930163447
Georgia,15,4789.01891223733,3947.231181867695,841.787730369635,5123757.472279261,16.42910959240178,77.03782240324895,93.46693199565074
Georgia,25,9127.03065512979,6954.022645404864,2173.008009724926,4935899.943189597,44.02455549616997,140.88662098995366,184.91117648612362
Georgia,35,13809.044004944375,10147.475342542402,3661.568662401974,4723077.853524983,77.52505412692338,214.84878414547032,292.37383827239364
Georgia,45,24454.074412855378,21567.10049369879,2886.9739191565877,4606615.002737851,62.67018010927268,468.1767519291455,530.8469320384182
Georgia,55,52476.15970333746,46402.555962986225,6073.6037403512255,4236114.944558522,143.3767454339982,1095.4036085019925,1238.780353935991
Georgia,65,77548.21260815822,64696.54578087726,12851.66682728096,2955371.1054072552,434.8579710942927,2189.1174906090846,2623.9754617033773
Georgia,75,86434.23399258344,71132.19710239829,15302.03689018514,1405461.733744011,1088.7551416588217,5061.126560373092,6149.881702031915
Georgia,85,79217.2131025958,72757.45765228175,6459.755450314034,533407.841889117,1211.034961060221,13640.117737040378,14851.152698100603
Hawaii,0,364.05276645948095,470.07326371782784,-106.02049725834692,933070.1526351814,-11.362542994106423,50.37919843328442,39.016655439177995
Hawaii,15,292.0342785296581,304.1650529938886,-12.130774464230502,617007.1136208076,-1.9660671970284087,49.2968470345414,47.33077983751299
Hawaii,25,657.0578668266122,642.8943165552646,14.163550271347603,640021.9514031485,2.212978826788085,100.44879166188268,102.66177048867077
Hawaii,35,1216.1204748170169,1051.9041416038647,164.2163332131521,537196.6338124572,30.569129230709645,195.8136137485737,226.38274297928334
Hawaii,45,2312.2782600416404,2131.4596516617194,180.81860837992087,491141.3175906913,36.81600425452537,433.98092877171473,470.79693302624014
Hawaii,55,4980.577486598507,4713.406181053024,267.1713055454833,578080.8733744011,46.21694262014556,815.3541136103856,861.5710562305311
Hawaii,65,8268.94943314016,7294.200570092079,974.7488630480807,518888.99520876113,187.8530614541009,1405.7342972088763,1593.5873586629773
Hawaii,75,9467.175353396287,8157.153693927013,1310.021659469275,275171.0308008214,476.07542685607604,2964.394060736521,3440.469487592597
Hawaii,85,14903.754080190636,14824.589912395322,79.16416779531505,116734.01232032855,67.81585436991706,12699.460609402617,12767.276463772534
Idaho,0,487,627.5601198214604,-140.56011982146038,1268521.2012320329,-11.08062834779138,49.47178803254938,38.391159684757994
Idaho,15,677,689.3278481503443,-12.32784815034428,716990.3969883642,-1.7193881817840229,96.14185225433795,94.42246407255394
Idaho,25,1139,915.3977338340594,223.6022661659406,717963.6488706366,31.143953669196065,127.49917565798609,158.64312932718215
Idaho,35,1699,1368.772859768067,330.22714023193305,852626.3456536619,38.730581328538,160.5360738318148,199.2666551603528
Idaho,45,2806,2584.361753280502,221.63824671949794,696092.5605749487,31.840341252380618,371.2669693159639,403.10731056834453
Idaho,55,6689,6160.71322352288,528.2867764771204,683399.5099247091,77.30277367850648,901.4804860193144,978.7832596978208
Idaho,65,11839,10222.559038430285,1616.440961569715,558708.832991102,289.31723755215063,1829.6755724628197,2118.9928100149705
Idaho,75,15500,13575.3113321221,1924.688667877899,270476.30321697466,711.5923446846003,5019.03906947148,5730.63141415608
Idaho,85,16774,16608.106793070303,165.8932069296982,110537.24229979466,150.07901724178114,15024.896991754566,15174.976008996346
Illinois,0,3367.243945286674,4021.582703448709,-654.3387581620356,9104087.75633128,-7.187307236872657,44.173373665603876,36.986066428731235
Illinois,15,4441.328150017046,4036.9490129051173,404.37913711192857,5648214.2833675565,7.1594156458035645,71.47301448517678,78.63243013098034
Illinois,25,8688.657882518304,7259.483624620569,1429.1742578977355,6030096.360711841,23.70068689464565,120.38752269231733,144.088209586963
Illinois,35,12418.928495229007,9639.066403298733,2779.8620919302734,5806747.544832307,47.87296279832591,165.99768336539762,213.87064616372356
Illinois,45,22405.683670631268,19880.711655995212,2524.9720146360555,5399005.721423682,46.767352081453936,368.22912739482706,414.99647947628097
Illinois,55,51834.913758264374,46743.215772863034,5091.697985401339,5210959.273785079,97.71133716235875,897.0174840554879,994.7288212178465
Illinois,65,80830.0326273796,66726.0036273901,14104.02899998949,3835205.621492129,367.75157297830003,1739.8285832046113,2107.580156182911
Illinois,75,97944.2305072342,85041.54690589683,12902.68360133738,1998837.9705681042,645.5092304290285,4254.549301048476,4900.058531477504
Illinois,85,122802.98096343952,117570.92643158168,5232.054531857826,971056.2566735114,538.8003522865872,12107.529880332298,12646.330232618886
Indiana,0,2561.034301597302,2787.482279194217,-226.44797759691465,4543623.9267624915,-4.983862688615333,61.349317727983845,56.36545503936851
Indiana,15,3029.047861746592,2730.0688148476356,298.9790468989563,2956430.7063655034,10.112837965565141,92.34340615423568,102.45624411980081
Indiana,25,6006.081351223261,4984.426067966456,1021.6552832568052,2848089.8925393564,35.871595413229656,175.00943636025275,210.88103177348236
Indiana,35,8522.124452164584,6936.483855750215,1585.6405964143682,2887110.811772758,54.92136255901952,240.25693185953747,295.1782944185571
Indiana,45,15033.213827351057,13901.088591996715,1132.1252353543416,2686886.0780287473,42.135215356243656,517.3679935918736,559.5032089481174
Indiana,55,34562.52652268594,31329.004279569133,3233.522243116808,2655278.560574949,121.77713823052342,1179.8763694602894,1301.6535076908128
Indiana,65,54425.82511427927,45398.81815454355,9027.006959735712,2001186.979466119,451.08263507410766,2268.594520170981,2719.677155245089
Indiana,75,64130.03267413852,55534.05216674615,8595.980507392373,1025304.0985626284,838.3835117252588,5416.349378160023,6254.732889885281
Indiana,85,69288.11389481348,67563.93050238592,1724.1833924275543,465231.66392881586,370.60749001197996,14522.6423179837,14893.24980799568
Iowa,0,815,997.7841819374155,-182.78418193741547,1909144.875427789,-9.574138887519384,52.26340833425951,42.68926944674013
Iowa,15,912,887.0474403582341,24.952559641765887,1232549.8275154005,2.0244666044914204,71.96848521299643,73.99295181748786
Iowa,25,1665,1408.4329319602132,256.56706803978676,1162211.7748117729,22.07575879028926,121.18556725071188,143.26132604100115
Iowa,35,2720,2114.3796595274944,605.6203404725057,1320055.5297741273,45.8783988107025,160.17353905477617,206.05193786547866
Iowa,45,5213,4860.881552236149,352.11844776385055,1192681.158110883,29.523267418895053,407.5591803542381,437.08244777313314
Iowa,55,13026,12227.181882701278,798.8181172987222,1279026.3107460644,62.45517473622309,955.9757903314031,1018.4309650676263
Iowa,65,22223,18775.64523629516,3447.3547637048405,1052097.2108145107,327.66504162062876,1784.5922452127277,2112.2572868333564
Iowa,75,28446,25373.70942205472,3072.290577945282,545921.3326488707,562.7716658439026,4647.869190042213,5210.640855886115
Iowa,85,39219,39205.42054992934,13.579450070659279,305463.0622861054,4.445529344539988,12834.750053415108,12839.195582759648
Kansas,0,875.0460066746646,1054.0880845278011,-179.04207785313653,1978261.5817932924,-9.050475402289067,53.28355432006475,44.233078917775686
Kansas,15,1228.057572672379,1028.6216707209321,199.4359019514469,1252529.2026009583,15.9226548600468,82.1235679443587,98.04622280440547
Kansas,25,2037.1014495753964,1622.0998359592736,415.00161361612265,1200527.309377139,34.5682776538782,135.1156132217314,169.6838908756096
Kansas,35,3204.1738506585666,2252.116768833558,952.0570818250083,1251338.4476386036,76.08309994962848,179.97663007026756,256.059730019896
Kansas,45,5039.274945560346,4412.3330008858065,626.9419446745401,1118003.1040383298,56.07694132600958,394.66196336558056,450.7389046915901
Kansas,55,12628.72487642271,11712.335880393992,916.3889960287186,1163532.787816564,78.7591897387245,1006.6184643041182,1085.3776540428428
Kansas,65,20562.140611382303,16790.117346407118,3772.0232649751833,928101.8035592061,406.4234387337398,1809.0814264144497,2215.5048651481893
Kansas,75,24936.475582757786,21473.723016105225,3462.752566652562,477948.453798768,724.503351591654,4492.895174245374,5217.398525837028
Kansas,85,31806.005104295848,30758.998937166296,1047.006167129554,245129.3422313484,427.1239654946773,12548.068973373469,12975.192938868147
Kentucky,0,1488.0479325911383,1576.9782639650184,-88.93033137388011,2760086.8240930866,-3.222012097503526,57.13509626579172,53.91308416828819
Kentucky,15,2023.0643289415489,1666.111818015215,356.95251092633373,1904529.5653661876,18.742292974470143,87.48154128522907,106.2238342596992
Kentucky,25,4499.150472643221,3631.6209586092964,867.5295140339251,1856502.1615331965,46.729248799660645,195.6163065067543,242.34555530641492
Kentucky,35,7695.270525168737,5749.114236237687,1946.1562889310499,1884444.4845995894,103.27480086761872,305.0827065069667,408.35750737458545
Kentucky,45,13158.48385030257,11755.344493774017,1403.1393565285516,1863375.045174538,75.30096317229165,630.8630419955485,706.1640051678403
Kentucky,55,28824.083964248577,25089.952727257936,3734.131236990643,1957539.8412046544,190.75633396522284,1281.7084076213632,1472.4647415865857
Kentucky,65,42786.54887484005,35483.153677085356,7303.3951977546985,1505155.4791238876,485.22530057863645,2357.441086268323,2842.666386846959
Kentucky,75,47664.779558400245,40671.18361795577,6993.595940444471,722269.4907597536,968.2806805376651,5631.026111205922,6599.306791743588
Kentucky,85,42781.57049286391,41108.85222309969,1672.718269764217,281343.97535934293,594.5456154260133,14611.598549638016,15206.14416506403
Louisiana,0,2120,2216.802024177316,-96.8020241773159,3202378.27652293,-3.0228166636960005,69.22361547444264,66.20079881074663
Louisiana,15,2763,2138.601952772288,624.398047227712,2098877.627652293,29.749140159549686,101.8926460788678,131.6417862384175
Louisiana,25,5285,3985.936972920051,1299.063027079949,1978795.3819301848,65.64918429376961,201.43249824203812,267.0816825358077
Louisiana,35,8285,5725.6052280898775,2559.3947719101225,2036334.587268994,125.68635763058096,281.1721248504994,406.8584824810804
Louisiana,45,12504,10503.742924373908,2000.257075626092,1799673.0075290897,111.14558407320892,583.6473003946039,694.7928844678128
Louisiana,55,27714,24511.755715187624,3202.2442848123774,1946267.462696783,164.53259103326374,1259.4238040245352,1423.9563950577988
Louisiana,65,40296,32629.82979452408,7666.170205475919,1534439.5154004106,499.6071939320097,2126.4982729546923,2626.105466886702
Louisiana,75,43262,36280.29979446025,6981.700205539756,758544.9226557153,920.4069524447369,4782.880843423294,5703.287795868031
Louisiana,85,41046,38167.30151749461,2878.698482505385,334915.37029431894,859.5301194972405,11396.103285422141,12255.633404919383
Maine,0,317.0340528143005,321.0470302369019,-4.0129774226014305,749222.5824777549,-0.535618855658369,42.85068786570299,42.315069010044624
Maine,15,378.0365745837271,332.63717573281895,45.39939885090811,433226.5023956194,10.479367859505903,76.78135430160204,87.26072216110795
Maine,25,945.110721408926,846.0806212019436,99.03010020698248,541433.6947296372,18.290346753619158,156.26670992916883,174.55705668278796
Maine,35,1626.1881672541285,1168.2866659884373,457.90150126569114,652413.1498973306,70.18581727510406,179.0715999780644,249.25741725316843
Maine,45,2714.2727071124577,2573.012300093582,141.26040701887572,583375.6146475017,24.214314666585913,441.0558541512395,465.2701688178254
Maine,55,6712.719003993548,6165.957403827863,546.761600165685,705478.7036276523,77.50221195256132,874.0104232943964,951.5126352469576
Maine,65,11023.205539744153,9860.895787926214,1162.309751817938,588071.3524982888,197.64774238366255,1676.8196148366037,1874.4673572202666
Maine,75,14390.569647479973,12998.348173670956,1392.2214738090156,293227.86379192333,474.79167082052834,4432.848913326559,4907.640584147088
Maine,85,17400.863585608786,17255.408614321284,145.45497128750412,134700.56947296372,107.9839319585794,12810.197226214908,12918.181158173486
Maryland,0,1608.242728682871,2002.9885323167023,-394.7458036338313,4532044.112936345,-8.710105060695726,44.196139366766914,35.48603430607119
Maryland,15,2076.3331214486034,2080.9079946722723,-4.574873223668931,2692404.9021218345,-0.16991772745858388,77.28807777137634,77.11816004391775
Maryland,25,4787.749974325878,4716.419221404775,71.33075292110362,3190241.3189596166,2.235904616280426,147.83894852640387,150.07485314268425
Maryland,35,6752.068904823009,5497.905593853283,1254.1633109697264,2944809.909650924,42.588939505381994,186.69814903281826,229.28708853820024
Maryland,45,10843.696466677975,11147.066614632082,-303.37014795410755,2512130.3463381245,-12.076210471973454,443.72962696306377,431.65341649109035
Maryland,55,25099.940127441932,23512.197765793142,1587.7423616487908,2609656.952772074,60.841037361720375,900.968908607609,961.8099459693293
Maryland,65,37437.83981666743,32282.72077858035,5155.11903808708,1873139.0116358658,275.21283823911006,1723.4556847111378,1998.668522950248
Maryland,75,45649.26649052381,39253.07503606462,6396.191454459193,1001931.2997946612,638.3862302505219,3917.741170887591,4556.127401138113
Maryland,85,55607.86236940848,52859.18821268277,2748.674156725714,439453.2819986311,625.4758513179739,12028.397642698099,12653.873494016072
Massachusetts,0,1209.0036087369422,1351.5963230206416,-142.59271428369962,4120506.6440793974,-3.460562658928988,32.80170230917356,29.341139650244575
Massachusetts,15,1378.005698005698,1541.6461116724524,-163.64041366675443,2895182.144421629,-5.652162990230271,53.24867434136608,47.59651135113582
Massachusetts,25,3881.01861348528,4418.362477787128,-537.3438643018476,3094534.4216290214,-17.36428784072079,142.7795550408264,125.41526720010562
Massachusetts,35,6122.028300094967,5225.778971189852,896.2493289051147,2819055.386721424,31.792540619340485,185.3734054252641,217.1659460446046
Massachusetts,45,10247.053751187084,10504.677448524619,-257.62369733753496,2867906.9212867897,-8.982986701044775,366.2837650188213,357.30077831777663
Massachusetts,55,24328.10750237417,22862.635444771866,1465.4720576023014,3035652.2224503765,48.275360621493505,753.1375061902567,801.4128668117501
Massachusetts,65,39609.18632478632,34923.12420660759,4686.062118178741,2240467.778918549,209.15552378265647,1558.7425329305393,1767.8980567131955
Massachusetts,75,53365.233998100666,47962.19231497965,5403.041683121017,1169416.45174538,462.0288756034566,4101.378276609245,4563.4071522127015
Massachusetts,85,76935.36220322887,79656.83098144623,-2721.4687782173505,574552.5140314853,-473.66754330627026,13864.151498096318,13390.483954790046
Michigan,0,3157,3466.148331012169,-309.1483310121688,6904224.869267625,-4.477668918175924,50.20329431100708,45.72562539283115
Michigan,15,3252,3155.1710413273836,96.82895867261654,4318715.353182752,2.242077811431975,73.05809212459732,75.3001699360293
Michigan,25,7392,6816.531393601535,575.4686063984658,4691810.706365503,12.265384143007141,145.28572911846948,157.55111326147662
Michigan,35,11240,8722.118508129835,2517.8814918701646,4777515.078028748,52.70274296882112,182.5660069235966,235.26874989241773
Michigan,45,20345,18701.76561834267,1643.234381657329,4476446.02806297,36.70845959843691,417.7815503884277,454.49000998686466
Michigan,55,48629,44331.28808426173,4297.7119157382695,4467984.091033539,96.18906039444107,992.1988794281265,1088.3879398225674
Michigan,65,78734,64871.67855402539,13862.321445974612,3388707.3169062287,409.0740258627714,1914.348820577723,2323.422846440494
Michigan,75,92588,78896.30033736442,13691.699662635587,1708702.2737850787,801.2922949008573,4617.322838963345,5418.615133864202
Michigan,85,108925,106518.80134593486,2406.198654065138,778191.1704312115,309.20405492802166,13687.99922092545,13997.203275853471
Minnesota,0,1573,1632.507974948191,-59.507974948191105,4022485.594113621,-1.4793831713225574,40.584557402446684,39.10517423112413
Minnesota,15,1689,1430.1886105315348,258.8113894684652,2407771.8357289527,10.748999785941516,59.39884291812664,70.14784270406815
Minnesota,25,3361,2548.758889662703,812.2411103372972,2666462.8056125944,30.4613703452988,95.58576569295704,126.04713603825583
Minnesota,35,4825,3381.2914466875636,1443.7085533124362,2746512.6837782343,52.56515150428512,123.1121729988189,175.67732450310402
Minnesota,45,7862,7335.821092555654,526.1789074443462,2328311.1033538673,22.59916669582515,315.0704852967719,337.66965199259704
Minnesota,55,19211,17636.66735328644,1574.332646713561,2441965.6427104725,64.46989339973359,722.2324116612275,786.7023050609611
Minnesota,65,31813,26643.367334731374,5169.632665268625,1808294.2703627653,285.88447964454014,1473.3977633732368,1759.2822430177769
Minnesota,75,42284,37020.95542334434,5263.044576655659,901441.6536618754,583.8475019737429,4106.860967979038,4690.70846995278
Minnesota,85,58229,58910.98044925221,-681.980449252208,441971.1622176591,-154.304286693789,13329.145764546534,13174.841477852746
Mississippi,0,1403.116107776885,1555.7014843040804,-152.58537652719554,1997131.6379192334,-7.640226294054949,77.89679231785296,70.25656602379802
Mississippi,15,1759.1302609619252,1381.6215731709044,377.5086877910208,1326897.4825462012,28.45047886190984,104.12421391588539,132.5746927777952
Mississippi,25,3003.2485753003343,2378.7248616235906,624.523713676744,1161200.6194387407,53.78258530197855,204.85046440754854,258.63304970952703
Mississippi,35,5057.421893689499,3696.4436826063666,1360.9782110831313,1275285.2265571526,106.71951519091313,289.85230955631306,396.57182474722623
Mississippi,45,8727.7460981093791,7500.860980978881,1226.8851171304984,1277874.031485284,96.00986379733214,586.9796862731897,682.9895500705218
